"seqnames","start","end","width","strand","gene","log2FoldChange_ATAC","FDR_ATAC","pvalue","peak_type","distanceToTSS","annotation","Conc","Conc_WT","Conc_KO"
"chr5",107853183,107853583,401,"*","4930428O21Rik",0.988283300219789,0.762664186910076,0.0148476753534313,"Gain",-1837,"Promoter (1-2kb)",4.8432563821391,4.08234408961594,5.33882563943716
"chr3",32387600,32388000,401,"*","4930429B21Rik",0.0479470658561407,0.999511467435947,0.895114505492241,"Gain",-31638,"Distal Intergenic",5.25517370794102,5.0909873728219,5.40256937607301
"chr17",79789356,79789756,401,"*","4930429F11Rik",-0.355239977260635,0.993754890863638,0.313364612535514,"Loss",-4042,"Distal Intergenic",5.45223926436649,5.4978828801846,5.40510427539525
"chr9",79717835,79718235,401,"*","4930429F24Rik",-0.278419891774818,0.996794395859232,0.361830215250725,"Loss",16912,"Distal Intergenic",6.68568415365809,6.69331195564685,6.67801580757592
"chr15",30740867,30741267,401,"*","4930430F21Rik",-0.161557678311604,0.996794395859232,0.681901348149023,"Loss",-298005,"Intron (NM_001355502/18163, intron 9 of 21)",4.77496400103066,4.72348759082899,4.8246667975654
"chr9",57247150,57247550,401,"*","4930430J02Rik",0.308299501173162,0.996794395859232,0.486817983289604,"Gain",-50803,"Distal Intergenic",4.22186994885958,3.90656635198614,4.48047106318514
"chr10",44605079,44605479,401,"*","4930431F10Rik",-0.394408811446254,0.993500264254648,0.269673651176347,"Loss",9517,"Distal Intergenic",5.35413672217742,5.41870658072779,5.28654099234576
"chr5",45194241,45194641,401,"*","4930431F12Rik",0.265538129064738,0.996794395859232,0.567609269252086,"Gain",70698,"Intron (NR_131933/52401, intron 5 of 5)",4.04755208268668,3.7577372176448,4.28877354597152
"chr14",77002002,77002402,401,"*","4930431P22Rik",0.0749940873783859,0.999511467435947,0.841982692862546,"Gain",4431,"Distal Intergenic",5.07104882384011,4.89175341980929,5.23050466433657
"chr14",104264483,104264883,401,"*","4930432J09Rik",0.128580121750276,0.996794395859232,0.704705818630517,"Gain",0,"Promoter (<=1kb)",5.7566597683053,5.54719318037418,5.93953389950875
"chr5",76481642,76482042,401,"*","4930432L08Rik",0.988856649276125,0.810360864356235,0.0216368927003801,"Gain",2557,"Promoter (2-3kb)",4.51599345577396,3.75380086626357,5.01209826154804
"chr3",121486713,121487113,401,"*","4930432M17Rik",-0.503389198430472,0.990907815079611,0.152675713851994,"Loss",22301,"Distal Intergenic",5.4752713569129,5.59090953974223,5.34955021982447
"chr10",121092312,121092712,401,"*","4930432O09Rik",-0.407045947771373,0.993588564713271,0.287285004277415,"Loss",-53758,"Distal Intergenic",4.95657254219648,5.02735313437337,4.88213938726231
"chr11",20690434,20690834,401,"*","4930434J08Rik",-0.148518943970172,0.996794395859232,0.656368833056407,"Loss",0,"Promoter (<=1kb)",5.84484039111661,5.78638753604598,5.90101687621334
"chr13",117038296,117038696,401,"*","4930435F18Rik",-0.179156690064174,0.998125457472184,0.765212391855845,"Loss",-63582,"Intron (NM_001081009/52552, intron 11 of 26)",3.21636288169957,3.1748569628631,3.25670800518534
"chr11",58173297,58173697,401,"*","4930438A08Rik",-0.58365087308924,0.993412211891505,0.235930379032484,"Loss",7643,"Intron (NM_001374705/73988, intron 1 of 6)",3.80862266215155,3.96214238495169,3.63679962920354
"chr14",67596499,67596899,401,"*","4930438E09Rik",-0.295191381465172,0.996794395859232,0.446714552691579,"Loss",38292,"Intron (NM_001276387/13592, intron 7 of 16)",4.86418799542917,4.88057911661165,4.84760850498908
"chr1",94755328,94755728,401,"*","4930440C22Rik",-0.0568159812437451,0.999511467435947,0.908177639372735,"Loss",30161,"Distal Intergenic",3.8133473059582,3.70659758320494,3.91273954714572
"chr2",77879662,77880062,401,"*","4930440I19Rik",0.0919481243049003,0.998167634057098,0.781867199959059,"Gain",-1459,"Promoter (1-2kb)",5.90305836702385,5.71433069479038,6.06992912627376
"chr7",71516821,71517221,401,"*","4930441H08Rik",0.251351521480027,0.996794395859232,0.595064632454575,"Gain",-42222,"Distal Intergenic",3.9827066264688,3.70129575761891,4.21808324521066
"chr10",18711710,18712110,401,"*","4930444F02Rik",0.037899948860395,0.999511467435947,0.934927911143916,"Gain",-4032,"Intron (NR_152783/102635639, intron 4 of 4)",4.0221509290493,3.86342370410881,4.16513279930954
"chr14",76770190,76770590,401,"*","4930444M15Rik",-0.172101633137485,0.996794395859232,0.712021968825986,"Loss",-11895,"3' UTR",3.99772008332223,3.95200879689509,4.04202739429628
"chr1",16163312,16163712,401,"*","4930444P10Rik",0.177583004814519,0.996794395859232,0.673234669922952,"Gain",0,"Promoter (<=1kb)",4.44904729206174,4.21116087022174,4.65320463864756
"chr2",74436436,74436836,401,"*","4930445N08Rik",-0.145487199476783,0.996794395859232,0.624015046916225,"Loss",27048,"Distal Intergenic",6.95534796578154,6.89522981051503,7.01306084898504
"chr18",82873701,82874101,401,"*","4930445N18Rik",0.234144177379589,0.996794395859232,0.445882636969772,"Gain",0,"Promoter (<=1kb)",6.67788234682294,6.40756356083294,6.90545547017391
"chr15",37419032,37419432,401,"*","4930447A16Rik",-0.147696745325339,0.996794395859232,0.678227684948568,"Loss",-6366,"Intron (NM_001359842/52589, intron 2 of 4)",5.38604301699357,5.32722500475929,5.44255668631092
"chr12",72890913,72891313,401,"*","4930447C04Rik",0.213355484890848,0.996794395859232,0.46586210875107,"Gain",73226,"Distal Intergenic",7.11515035274754,6.85702010947841,7.33402956607202
"chr9",107997874,107998274,401,"*","4930447F24Rik",0.304395695860125,0.996794395859232,0.338103725237553,"Gain",-12643,"Intron (NM_007567/12217, intron 3 of 11)",6.32708391181135,6.01510543996375,6.58344690880283
"chr14",48146525,48146925,401,"*","4930447J18Rik",0.343321369409203,0.996794395859232,0.455723707799894,"Gain",10204,"Intron (NR_045959/73961, intron 2 of 3)",4.09170517540441,3.755112378097,4.36443388563611
"chr13",34290977,34291377,401,"*","4930447K03Rik",0.22999602932167,0.996794395859232,0.519824744821011,"Gain",5878,"Intron (NR_046184/432745, intron 1 of 4)",5.39527510271837,5.12715430604085,5.62128971242776
"chr2",19349304,19349704,401,"*","4930447M23Rik",-0.329659171284488,0.993588564713271,0.30957726544681,"Loss",176,"Promoter (<=1kb)",6.0744809757139,6.10750199793647,6.04068641453541
"chr3",122593703,122594103,401,"*","4930447N08Rik",0.842771667165152,0.867028711762866,0.0354812117059772,"Gain",1526,"Promoter (1-2kb)",4.86925965525436,4.20995841362461,5.32007774543596
"chr4",10049449,10049849,401,"*","4930448K20Rik",-0.607523442363732,0.99184698078204,0.170997575793498,"Loss",-132052,"Distal Intergenic",4.18867224093417,4.35234344381023,4.00402813194479
"chr15",63593496,63593896,401,"*","4930449C09Rik",-0.403020368475563,0.996794395859232,0.340505529443082,"Loss",3299,"Exon (NR_166778/73994, exon 2 of 4)",4.39372124376535,4.4629469166047,4.32100571633733
"chr14",105720464,105720864,401,"*","4930449E01Rik",0.325390560091803,0.996794395859232,0.398053162499239,"Gain",-15358,"Distal Intergenic",4.96808733323988,4.64303584044833,5.23320025394845
"chr19",57261384,57261784,401,"*","4930449E18Rik",0.777517971080725,0.839672851470226,0.0285133011194267,"Gain",-608,"Promoter (<=1kb)",5.56563984907585,4.95175222410199,5.99492530387291
"chr7",126431117,126431517,401,"*","4930451I11Rik",0.239181706608164,0.996794395859232,0.557255738782414,"Gain",-449,"Promoter (<=1kb)",4.62964222041477,4.35583028792909,4.85968387786601
"chr17",9993646,9994046,401,"*","4930452A19Rik",-0.417275219252034,0.993588564713271,0.285445094946287,"Loss",749,"Promoter (<=1kb)",4.83166590227455,4.90738677042348,4.75174955168101
"chr1",154136196,154136596,401,"*","4930452N14Rik",-0.646046802801519,0.977681112115654,0.12047502941942,"Loss",-3544,"Intron (NR_108050/75233, intron 1 of 2)",4.49302571747647,4.67325220201688,4.28702686414287
"chr8",9207403,9207803,401,"*","4930453L07Rik",0.243768867009448,0.996794395859232,0.479288648989332,"Gain",12734,"Distal Intergenic",5.65341864838042,5.37726587137133,5.88510883671828
"chr16",64591171,64591571,401,"*","4930453N24Rik",-0.0231824775827517,0.999511467435947,0.933484268173323,"Loss",0,"Promoter (<=1kb)",7.53058606699948,7.40545936027414,7.6457212014223
"chr10",21202416,21202816,401,"*","4930455C13Rik",0.651879134294791,0.979808639597357,0.128955643714474,"Gain",15138,"Intron (NM_001042593/56422, intron 4 of 17)",4.43055262985468,3.89891596167317,4.81816937423343
"chr18",32990480,32990880,401,"*","4930455D15Rik",-0.173097513421518,0.996794395859232,0.703761685163151,"Loss",-20140,"Intron (NM_001110016/225348, intron 16 of 23)",4.08504437529914,4.03982131381391,4.12889284316541
"chr4",141745002,141745402,401,"*","4930455G09Rik",0.993220230929202,0.472428905823186,0.00183098836678763,"Gain",0,"Promoter (<=1kb)",6.53344996054544,5.77134411434832,7.02951850285765
"chr10",96066209,96066609,401,"*","4930459C07Rik",0.0254550545894525,0.999511467435947,0.942674983162266,"Gain",4140,"Intron (NR_110448/74881, intron 1 of 2)",5.44333164474164,5.29161611133872,5.58059984945361
"chr5",58452249,58452649,401,"*","4930459L07Rik",0.386061713306401,0.993588564713271,0.30646100475272,"Gain",157692,"Distal Intergenic",5.08537993666594,4.72348759082899,5.37445510304978
"chr9",58340053,58340453,401,"*","4930461G14Rik",-0.359986368157895,0.996794395859232,0.597512870462923,"Loss",-22003,"Distal Intergenic",2.86513352250487,2.915558730275,2.81288181567581
"chr10",84324177,84324577,401,"*","4930463O16Rik",0.725907154194999,0.976755600159457,0.119166327462284,"Gain",20,"Promoter (<=1kb)",4.10802273386652,3.52638419824304,4.52139537427614
"chr10",57362186,57362586,401,"*","4930467K11Rik",0.29034021442529,0.993412211891505,0.23112637701097,"Gain",0,"Promoter (<=1kb)",8.69981612038055,8.39645155012297,8.95034079998969
"chr11",34029812,34030212,401,"*","4930469K13Rik",0.242673573596711,0.996794395859232,0.638869466882931,"Gain",18342,"Exon (NM_010696/16822, exon 14 of 21)",3.66755165697079,3.39096101696699,3.89954970301973
"chr18",36252708,36253108,401,"*","4930471G03Rik",-0.486204858870619,0.984150450474574,0.136313481982287,"Loss",13452,"Intron (NM_001167891/100042150, intron 1 of 9)",6.02661003041424,6.13411444205385,5.91044509970757
"chr6",91417717,91418117,401,"*","4930471M09Rik",-0.116930900120402,0.996794395859232,0.711128913718888,"Loss",0,"Promoter (<=1kb)",6.33626828816103,6.2612349048255,6.4075914191906
"chr2",130405449,130405849,401,"*","4930473A02Rik",0.424509312403613,0.987622309270402,0.145803156965784,"Gain",0,"Promoter (<=1kb)",7.17511242072035,6.79026836369604,7.47861640533935
"chr12",88412249,88412649,401,"*","4930473H19Rik",-0.00973628906617095,0.999511467435947,0.974292080431107,"Loss",-3246,"Intron (NM_001277296/72113, intron 6 of 10)",6.79904467384446,6.6666188976939,6.9203304046904
"chr17",14645094,14645494,401,"*","4930474M22Rik",0.491462281506426,0.996794395859232,0.574498788854344,"Gain",-25890,"Distal Intergenic",2.24330199373567,1.80843665307873,2.57699729504336
"chr14",35801782,35802182,401,"*","4930474N05Rik",-1.01294205821922,0.99184698078204,0.15791172220935,"Loss",-14740,"Distal Intergenic",2.75343433496689,3.08735135199273,2.31819120773325
"chr12",99128370,99128770,401,"*","4930474N09Rik",-0.070139412675533,0.999511467435947,0.856520047707834,"Loss",297,"Promoter (<=1kb)",4.89246760512383,4.79272470883344,4.98575830499928
"chr10",119131698,119132098,401,"*","4930477N07Rik",0.40946314996638,0.996794395859232,0.340650224018983,"Gain",-24041,"Distal Intergenic",4.37287687893292,3.99598271033154,4.67142533000024
"chr16",78356985,78357385,401,"*","4930478L05Rik",-0.00488803049621152,0.999839816686299,0.989362775615733,"Loss",0,"Promoter (<=1kb)",5.20227000592858,5.06721008808847,5.32576138330584
"chr5",35519182,35519582,401,"*","4930478P22Rik",0.557884321160319,0.99184698078204,0.160454255151947,"Gain",285,"Promoter (<=1kb)",4.82931711725195,4.35931998307815,5.18324329857278
"chr6",146564195,146564595,401,"*","4930479D17Rik",0.639682253556084,0.948246395689461,0.0873906668148648,"Gain",5479,"Intron (NR_046277/74925, intron 1 of 2)",5.20016974690751,4.67755912765792,5.58299075020472
"chr17",91150531,91150931,401,"*","4930480K15Rik",-0.028940837894256,0.999511467435947,0.950852459548787,"Loss",-17666,"Intron (NM_001346957/18189, intron 3 of 18)",3.97371155286869,3.85183112758908,4.08609269128626
"chr14",69970988,69971388,401,"*","4930480K23Rik",-0.0286679942990354,0.999511467435947,0.937618950288039,"Loss",705,"Promoter (<=1kb)",5.2226729565801,5.1005403873134,5.33526841299829
"chr19",5458407,5458807,401,"*","4930481A15Rik",0.449801696497582,0.993412211891505,0.237532969997984,"Gain",1564,"Promoter (1-2kb)",5.05309085025725,4.65171556536712,5.36675907959962
"chr3",152835682,152836082,401,"*","4930482G09Rik",0.307392958377944,0.996794395859232,0.474598687364038,"Gain",21663,"Distal Intergenic",4.36189469270432,4.04728147257718,4.62003182904751
"chr15",81083746,81084146,401,"*","4930483J18Rik",0.387868844412369,0.996794395859232,0.363174997849795,"Gain",8692,"Distal Intergenic",4.41332026867755,4.04977187209751,4.70344910612377
"chr10",85900705,85901105,401,"*","4930486F22Rik",0.457667435204973,0.993412211891505,0.260221110560177,"Gain",-30613,"Exon (NM_013722/27204, exon 11 of 14)",4.69962692482525,4.29305906941122,5.01644926322235
"chr5",38524387,38524787,401,"*","4930487D11Rik",0.672907389122771,0.970233625590297,0.109952185121672,"Gain",22655,"Intron (NM_001102414/117591, intron 10 of 11)",4.54885368902532,4.00350922672467,4.94366657251421
"chr1",62834754,62835154,401,"*","4930487H11Rik",0.687019833401301,0.984150450474574,0.136771220685055,"Gain",-863,"Promoter (<=1kb)",4.13453427805203,3.57903110654468,4.53461341714933
"chr1",184391997,184392397,401,"*","4930488B22Rik",-0.474030565709295,0.974351562439547,0.115313058149386,"Loss",-52297,"Distal Intergenic",6.83350953442495,6.93519375171608,6.72411125903643
"chr5",149776082,149776482,401,"*","4930500F04Rik",0.969979721968538,0.864797600006483,0.034929343409163,"Gain",4870,"Exon (NR_045758/70969, exon 3 of 4)",4.21412792889631,3.46431139800344,4.70502745042453
"chrX",12835307,12835707,401,"*","4930500G05Rik",0.024021528389061,0.999511467435947,0.960029062854604,"Gain",-8405,"Distal Intergenic",3.91268601599266,3.76167901291301,4.04937404486522
"chr5",139490807,139491207,401,"*","4930500L23Rik",-0.18246974845554,0.996794395859232,0.668308080262267,"Loss",-18299,"Distal Intergenic",4.36239664569424,4.32192189317803,4.40176679962279
"chr15",69245176,69245576,401,"*","4930504C09Rik",-0.0644014462244532,0.999511467435947,0.885821156962918,"Loss",102794,"Distal Intergenic",4.1562427661595,4.05351090980949,4.25214303371682
"chr14",115630562,115630962,401,"*","4930505G20Rik",0.208113233746324,0.996794395859232,0.584782404707641,"Gain",16002,"Intron (NM_175500/103978, intron 3 of 7)",5.01490542709789,4.75946024277013,5.23185242889992
"chr5",148728689,148729089,401,"*","4930505K14Rik",-0.521780590685334,0.984150450474574,0.136778946677682,"Loss",13916,"Distal Intergenic",5.48941705889167,5.61346529789275,5.35369069790024
"chr7",37268292,37268692,401,"*","4930505M18Rik",0.169158890244559,0.996794395859232,0.667226844256435,"Gain",-100532,"Exon (NM_172385/243937, exon 4 of 6)",4.82028303165337,4.58737806103772,5.02076255462044
"chr19",45972820,45973220,401,"*","4930505N22Rik",-0.0446059483490453,0.999511467435947,0.902875502255321,"Loss",-13356,"Intron (NM_198296/71617, intron 1 of 25)",5.22316596243747,5.10967774438008,5.32837412448607
"chr8",107034168,107034568,401,"*","4930506A18Rik",-0.288902488222379,0.996794395859232,0.458478767941149,"Loss",25307,"Intron (NR_126090/75044, intron 1 of 3)",4.84719555756172,4.86047903621902,4.83378863504841
"chr17",8530460,8530860,401,"*","4930506C21Rik",0.0961668932137266,0.998925714894201,0.799793010135736,"Gain",-510,"Promoter (<=1kb)",5.0240005404946,4.83280500454253,5.19279711261764
"chr9",72437540,72437940,401,"*","4930509E16Rik",-0.212631007702107,0.996794395859232,0.503046537759495,"Loss",1200,"Promoter (1-2kb)",6.28550761307138,6.26003797560721,6.31053539362996
"chr4",40312995,40313395,401,"*","4930509K18Rik",-0.064593106884251,0.999511467435947,0.874969664843449,"Loss",0,"Promoter (<=1kb)",4.56218861803848,4.45953858112892,4.65801758628622
"chr6",94198659,94199059,401,"*","4930511A08Rik",-0.000627751628516353,0.999941882055106,0.998837193646086,"Loss",15364,"Intron (NM_001029850/14924, intron 1 of 23)",4.09444224042211,3.957071560387,4.21986241006541
"chr6",94923290,94923690,401,"*","4930511E03Rik",0.174754095818897,0.996794395859232,0.671885035729717,"Gain",2475,"Promoter (2-3kb)",4.56282484361117,4.326615365201,4.76574656039128
"chr18",57695970,57696370,401,"*","4930511M06Rik",0.551085784502699,0.99184698078204,0.171343221589385,"Gain",-10501,"Intron (NM_001311063/75444, intron 2 of 5)",4.75286099030696,4.28714045809897,5.10436568837668
"chr18",56564977,56565377,401,"*","4930511P09Rik",0.382357407741985,0.993412211891505,0.259222465217719,"Gain",0,"Promoter (<=1kb)",5.80447929796386,5.4452017454674,6.0918867516344
"chr6",89262822,89263222,401,"*","4930512J16Rik",-0.182417433229129,0.996794395859232,0.634129910050899,"Loss",-115,"Promoter (<=1kb)",4.94909494812318,4.9083952009275,4.98867795057165
"chr11",11604210,11604610,401,"*","4930512M02Rik",-0.317524975943765,0.996794395859232,0.404553037059904,"Loss",-26372,"Intron (NR_166812/102631840, intron 1 of 3)",4.98104508994165,5.0084298548756,4.95313044208374
"chr5",39496073,39496473,401,"*","4930513D17Rik",-1.23421692565814,0.417530967278278,0.00114623982619638,"Loss",264444,"Distal Intergenic",5.10241287696053,5.50925494352599,4.53370288430849
"chr15",84780902,84781302,401,"*","4930513L16Rik",0.288426422556559,0.996794395859232,0.527821245966216,"Gain",-9559,"Distal Intergenic",4.11558855339643,3.81216353813745,4.36615440556059
"chr4",140595833,140596233,401,"*","4930515B02Rik",0.209117810934749,0.996794395859232,0.608614548041411,"Gain",-3771,"Distal Intergenic",4.617831256709,4.36164802377333,4.83530998663261
"chr6",67789499,67789899,401,"*","4930515G16Rik",2.13819127500146,0.259471052775055,0.000322984129249621,"Gain",-246816,"Distal Intergenic",3.67996791220881,2.00190323306841,4.4348540762253
"chr2",17069965,17070365,401,"*","4930515L03Rik",0.700879863783835,0.906574782929122,0.058478725770297,"Gain",-51428,"Distal Intergenic",5.26364757752381,4.70075284679658,5.66752330476903
"chr8",107952874,107953274,401,"*","4930517G24Rik",0.753327530541155,0.916590020195826,0.0618595181767849,"Gain",20912,"Distal Intergenic",4.80491381825586,4.2063533382371,5.22670254484186
"chr17",4548416,4548816,401,"*","4930517M08Rik",0.824007265637359,0.930774720800942,0.0735264884926936,"Gain",-136439,"Distal Intergenic",4.17444892815284,3.52638419824304,4.62003182904751
"chr8",56939083,56939483,401,"*","4930518J21Rik",0.354107491377062,0.996794395859232,0.422728850600249,"Gain",-1080,"Promoter (1-2kb)",4.24447495367776,3.90146397389895,4.52139537427614
"chr13",30796102,30796502,401,"*","4930519D14Rik",0.153225252064268,0.996794395859232,0.644330493533327,"Gain",-2524,"Promoter (2-3kb)",5.91316690115244,5.68964693249488,6.10665706164723
"chr5",114993223,114993623,401,"*","4930519G04Rik",0.225292978616976,0.996794395859232,0.694859791898522,"Gain",1448,"Promoter (1-2kb)",3.35976609110179,3.0931319095735,3.58472429265024
"chr3",142741878,142742278,401,"*","4930519L02Rik",-0.58074495921625,0.939372536259019,0.081927679769654,"Loss",5503,"Intron (NM_029164/102636203, intron 1 of 2)",5.85372591049233,6.00422870770723,5.68567408796874
"chr10",67795794,67796194,401,"*","4930521O17Rik",0.316221738644489,0.996794395859232,0.499421038942843,"Gain",13344,"Distal Intergenic",4.02685440126002,3.70659758320494,4.28877354597152
"chr4",109403754,109404154,401,"*","4930522H14Rik",-0.504502551465229,0.993412211891505,0.267834753481106,"Loss",-15260,"Distal Intergenic",4.08672641173152,4.20395187132368,3.95912669025548
"chr4",53238861,53239261,401,"*","4930522O17Rik",0.348118065082169,0.996794395859232,0.4370641060729,"Gain",-6935,"Distal Intergenic",4.19765638721399,3.85826591886766,4.4722160452283
"chr1",159871926,159872326,401,"*","4930523C07Rik",0.0911535989674386,0.996794395859232,0.733501867825725,"Gain",0,"Promoter (<=1kb)",7.82898319809061,7.64078006699992,7.99544387181551
"chr11",31899379,31899779,401,"*","4930524B15Rik",0.482102374946358,0.993412211891505,0.217653403404561,"Gain",-15854,"Distal Intergenic",4.91537761523408,4.49367775419475,5.2412884089646
"chr14",115092023,115092423,401,"*","4930524C18Rik",0.757308639544187,0.930618534539625,0.0725601805138537,"Gain",22626,"Intron (NR_045661/75822, intron 3 of 5)",4.56387031672173,3.96214238495169,4.98721803197011
"chr19",10628894,10629294,401,"*","4930524O05Rik",-0.446906337637477,0.993754890863638,0.313000633197221,"Loss",-3477,"Intron (NM_027913/71768, intron 11 of 19)",4.19332396936824,4.2835934525332,4.09702708948826
"chr9",89709110,89709510,401,"*","4930524O08Rik",0.297959508632481,0.996794395859232,0.343835975975332,"Gain",538,"Promoter (<=1kb)",6.4309160081625,6.12280546900252,6.68466463647484
"chr10",97548461,97548861,401,"*","4930525C09Rik",0.23842286342588,0.996794395859232,0.59923647134951,"Gain",-1773,"Promoter (1-2kb)",4.12934541572165,3.85569034176912,4.35927644305719
"chr13",67979009,67979409,401,"*","4930525G20Rik",0.395782051622307,0.993412211891505,0.24525099563302,"Gain",0,"Promoter (<=1kb)",5.75905902983148,5.39153101926583,6.05171184598949
"chr13",111064724,111065124,401,"*","4930526H09Rik",-0.363274952409213,0.993412211891505,0.268609434770874,"Loss",-24344,"Distal Intergenic",5.9751604208443,6.02455425139293,5.92401534942458
"chr14",45821095,45821495,401,"*","4930527F14Rik",0.395870037906317,0.996794395859232,0.454313952662621,"Gain",39928,"Distal Intergenic",3.61882618731473,3.24930391571124,3.91273954714572
"chr6",148583418,148583818,401,"*","4930528G23Rik",-0.19750610330584,0.996794395859232,0.593637693442665,"Loss",-3920,"Distal Intergenic",5.14267142209387,5.10967774438008,5.17492739130355
"chr14",86347542,86347942,401,"*","4930529K09Rik",0.778688160568661,0.990004332302538,0.148579010770488,"Gain",-135468,"Distal Intergenic",3.61949470577872,3.0005801691066,4.05121321710859
"chr16",84437919,84438319,401,"*","4930529L06Rik",-0.600407829598288,0.985120874139999,0.140792729427465,"Loss",-38358,"Distal Intergenic",4.59627828966439,4.75630112159026,4.41626551417457
"chr13",35339948,35340348,401,"*","4930529N20Rik",-0.571042414377973,0.99184698078204,0.157102590023156,"Loss",11439,"Distal Intergenic",4.66398681160948,4.81087523749421,4.50042975062787
"chr10",106421574,106421974,401,"*","4930532I03Rik",0.131661294131411,0.997835647451624,0.752156624873395,"Gain",14942,"Intron (NM_001205341/327814, intron 3 of 31)",4.49976948064341,4.28832348813342,4.68414988457562
"chr10",70702560,70702960,401,"*","4930533K18Rik",0.507993493532214,0.993412211891505,0.222649803761523,"Gain",-1511,"Promoter (1-2kb)",4.55837396815376,4.11996777222002,4.89414372080791
"chr7",74760406,74760806,401,"*","4930533N22Rik",1.0768354270565,0.797115027229136,0.0199441831489475,"Gain",80447,"Distal Intergenic",4.21591874359267,3.3895745668583,4.73801818252577
"chr10",91070583,91070983,401,"*","4930534H03Rik",0.0984640473059612,0.998291261164675,0.795957049314364,"Gain",-14102,"Distal Intergenic",5.00648943947962,4.81398953779396,5.17630151595475
"chr9",107879586,107879986,401,"*","4930535L15Rik",0.260433130776188,0.996794395859232,0.353721414303272,"Gain",0,"Promoter (<=1kb)",7.47209936330155,7.18639097928657,7.71047204663595
"chr11",24124464,24124864,401,"*","4930538E20Rik",0.0687165556136325,0.999511467435947,0.879093963645627,"Gain",-1683,"Promoter (1-2kb)",4.13550478255206,3.95960596654108,4.29226918142293
"chr14",47991955,47992355,401,"*","4930538L07Rik",0.0696192703228126,0.99938667979736,0.828683113883876,"Gain",2600,"Promoter (2-3kb)",6.17356313358215,5.99736416123165,6.33056583290647
"chr3",134044987,134045387,401,"*","4930539C22Rik",-0.0764631093868558,0.999511467435947,0.852277333786679,"Loss",84009,"Distal Intergenic",4.55811735074501,4.46181053272741,4.64839556644074
"chr3",9132152,9132552,401,"*","4930539M17Rik",-0.22710625410714,0.996794395859232,0.561256654879729,"Loss",5128,"Intron (NR_040597/75149, intron 2 of 2)",4.83907082321605,4.82126113112911,4.85666333760031
"chr16",37815012,37815412,401,"*","4930542C21Rik",0.487961573564835,0.993412211891505,0.26735283044019,"Gain",-22273,"Intron (NM_153394/239845, intron 8 of 9)",4.28826145217755,3.8621334297152,4.61680316701104
"chr16",50410143,50410543,401,"*","4930542D17Rik",-0.192091889604292,0.996794395859232,0.602500303108986,"Loss",-323,"Promoter (<=1kb)",5.16198530251796,5.12621217226083,5.19689282111793
"chr17",46242496,46242896,401,"*","4930542M03Rik",0.592126431364829,0.993412211891505,0.228956595776298,"Gain",-50118,"Distal Intergenic",3.88324945380747,3.3895745668583,4.25038149457891
"chr7",112742699,112743099,401,"*","4930543E12Rik",0.955308625266104,0.88436249064756,0.0417387515929354,"Gain",-1477,"Promoter (1-2kb)",4.1334351776027,3.3937362989422,4.62003182904751
"chr11",70505792,70506192,401,"*","4930544D05Rik",0.149837703322467,0.996794395859232,0.62923745138935,"Gain",-528,"Promoter (<=1kb)",6.55290738113372,6.33139069114633,6.74489531153949
"chr10",68213930,68214330,401,"*","4930545H06Rik",0.364121658953952,0.996794395859232,0.35623068046921,"Gain",-56958,"Distal Intergenic",4.84342577995285,4.49480508582573,5.12398477238324
"chr2",135172102,135172502,401,"*","4930545L23Rik",0.296535567716592,0.996794395859232,0.41731526348111,"Gain",-114566,"Exon (NM_001145830/18795, exon 15 of 32)",5.26032553615777,4.95274641200734,5.51371405748742
"chr18",69082071,69082471,401,"*","4930546C10Rik",-0.683216368832026,0.815948942709255,0.0220633577955725,"Loss",2128,"Promoter (2-3kb)",6.93588791727159,7.13085454634749,6.71039427174736
"chr9",42119855,42120255,401,"*","4930546K05Rik",0.0251287779814604,0.999511467435947,0.957757660972986,"Gain",272,"Promoter (<=1kb)",3.9507541139183,3.79917250597813,4.08791269427803
"chr2",103634947,103635347,401,"*","4930547E08Rik",-0.148231945108346,0.996794395859232,0.713634514697408,"Loss",5620,"Exon (NR_040514/78031, exon 4 of 4)",4.64576008915747,4.58737806103772,4.70187115400664
"chr16",59457127,59457527,401,"*","4930547E14Rik",-0.289187974867908,0.996794395859232,0.398703715402605,"Loss",0,"Promoter (<=1kb)",5.64976387671506,5.66291928634778,5.63648740291582
"chr13",69928504,69928904,401,"*","4930547H16Rik",-0.257980883383384,0.996794395859232,0.510724223630187,"Loss",-7771,"Distal Intergenic",4.80681182181564,4.80465048034164,4.80896993016703
"chr17",4316684,4317084,401,"*","4930548J01Rik",-0.252210897987638,0.996794395859232,0.489007893428703,"Loss",-144307,"Distal Intergenic",5.2307085985323,5.22550239633513,5.23589608082668
"chr12",26364912,26365312,401,"*","4930549C15Rik",0.627429367723154,0.948246395689461,0.0881013290182713,"Gain",-31397,"Intron (NM_001081977/108089, intron 8 of 9)",5.2915427816501,4.77704304611755,5.67001486019538
"chr18",67932918,67933318,401,"*","4930549G23Rik",0.158005190324013,0.996794395859232,0.574810665161923,"Gain",0,"Promoter (<=1kb)",7.43292827843027,7.20679320351512,7.62837398861841
"chr9",53316370,53316770,401,"*","4930550C14Rik",0.37890136260571,0.993412211891505,0.218721937713911,"Gain",0,"Promoter (<=1kb)",6.66889163459636,6.31196256065465,6.95479700291799
