"seqnames","start","end","width","strand","gene","log2FoldChange_ATAC","FDR_ATAC","pvalue","peak_type","distanceToTSS","annotation","Conc","Conc_WT","Conc_KO"
"chr11",119804416,119804816,401,"*","Chmp6",0.114581511532272,0.949866963027354,0.67577110052632,"Gain",0,"Promoter (<=1kb)",6.11020644806371,6.02571828478083,6.19001929113613
"chr14",69969967,69970367,401,"*","Chmp7",0.0179787332527923,0.992889577370366,0.937242217635009,"Gain",0,"Promoter (<=1kb)",7.65687699090617,7.62273283615957,7.69023170612707
"chr2",73605391,73605791,401,"*","Chn1",0.451422199507636,0.797664610844797,0.214259269473882,"Gain",0,"Promoter (<=1kb)",5.05616649650254,4.7830518905941,5.28571618218368
"chr6",54016719,54017119,401,"*","Chn2",0.330094884683523,0.769281063798551,0.167951394473996,"Gain",0,"Promoter (<=1kb)",6.76573519425243,6.56326704296395,6.943254389827
"chr9",18203309,18203709,401,"*","Chordc1",0.185829477028672,0.893138457271429,0.421032864927024,"Gain",0,"Promoter (<=1kb)",8.06213384990714,7.93962411073439,8.17504976486838
"chr2",119389441,119389841,401,"*","Chp1",-0.0641650096088235,0.970087513678161,0.799982246282788,"Loss",11253,"Intron (NM_019769/56398, intron 1 of 6)",6.43354971914846,6.4409058556342,6.42615588225464
"chr7",121805381,121805781,401,"*","Chp2",0.0117840521605691,0.996206109519626,0.970275823028237,"Gain",-12938,"Distal Intergenic",5.55508314390247,5.52409510431067,5.58541955493634
"chr1",75455895,75456295,401,"*","Chpf",-0.0994849402255499,0.947928562624267,0.667163678005455,"Loss",0,"Promoter (<=1kb)",8.11818533465733,8.1429789188231,8.09295819604646
"chr5",24791550,24791950,401,"*","Chpf2",0.0415258569410738,0.979534237218095,0.861837090704549,"Gain",0,"Promoter (<=1kb)",6.76906185508177,6.72280163210721,6.81388470755352
"chr10",88339681,88340081,401,"*","Chpt1",0.253800863373816,0.836886600230459,0.277024078268668,"Gain",0,"Promoter (<=1kb)",8.306431474688,8.14676451298,8.45017529517862
"chr15",72962423,72962823,401,"*","Chrac1",-0.0180278709285585,0.993258068536923,0.938420708536828,"Loss",162,"Promoter (<=1kb)",8.32218776364525,8.30636492156851,8.33783894873391
"chr16",20551727,20552486,760,"*","Chrd",0.194202344418627,0.924150731733437,0.539753379770227,"Gain",0,"Promoter (<=1kb)",5.55521139337927,5.42793288787906,5.67216571735406
"chr7",99658850,99659250,401,"*","Chrdl2",-0.00133238419490108,0.999504218446167,0.997160015360675,"Loss",0,"Promoter (<=1kb)",4.90696124823392,4.88267481430376,4.93084560186856
"chr19",8660386,8660786,401,"*","Chrm1",-0.0502765585295747,0.987482452231567,0.894905923405953,"Loss",19017,"3' UTR",4.83308456149358,4.83357706937624,4.83259188542094
"chr6",36363076,36363476,401,"*","Chrm2",-0.321363334535392,0.912384648947469,0.497037712730607,"Loss",-1543,"Promoter (1-2kb)",4.00196202605047,4.13263066463971,3.85826894495606
"chr13",10410763,10411163,401,"*","Chrm3",0.906464106684599,0.20641132340161,0.0016343513210457,"Gain",0,"Promoter (<=1kb)",6.00034848986914,5.44333385180285,6.40120637331433
"chr2",91752105,91752505,401,"*","Chrm4",0.469144692280617,0.761726391309884,0.158991891970692,"Gain",-29,"Promoter (<=1kb)",5.3925552335926,5.10920541090191,5.62928549291976
"chr2",73402779,73403179,401,"*","Chrna1",0.560000979464272,0.720044640659466,0.113772459263986,"Gain",7503,"Intron (NM_007389/11435, intron 4 of 8)",5.16950580498596,4.83159251382695,5.44309945007845
"chr7",101791216,101791616,401,"*","Chrna10",-0.0503920487665823,0.986969251606642,0.884592180299302,"Loss",-25296,"Intron (NM_001287164/269966, intron 20 of 32)",5.21036102811661,5.21088648863712,5.20983537614235
"chr2",73414937,73415337,401,"*","Chrna1os",0.703422470992808,0.623111905702629,0.0576950891857154,"Gain",0,"Promoter (<=1kb)",5.01195498585812,4.58513182364835,5.34090853951063
"chr14",66385034,66385434,401,"*","Chrna2",0.140341525841522,0.933111579868777,0.584645208970282,"Gain",6625,"Intron (NM_144803/110902, intron 5 of 6)",6.3764255270852,6.27826629097662,6.46832947051853
"chr9",54931185,54931585,401,"*","Chrna3",-0.217264975163923,0.93242743206438,0.581088363347594,"Loss",2261,"Promoter (2-3kb)",4.67177994285064,4.75372558325083,4.58489796540667
"chr2",180714006,180714406,401,"*","Chrna4",-0.227498479854584,0.942003950940086,0.630242160630163,"Loss",-33036,"Distal Intergenic",3.99974320743658,4.08683317185574,3.90705628031539
"chr9",54888546,54888946,401,"*","Chrna5",-0.0781141867683163,0.974381091008838,0.846058675180031,"Loss",0,"Promoter (<=1kb)",4.56964852988927,4.58408630309023,4.5550648088435
"chr5",66130529,66130929,401,"*","Chrna9",-0.511714581268708,0.724880710804449,0.116751415026415,"Loss",6062,"Intron (NM_001081104/231252, intron 4 of 4)",5.45966789056753,5.67296111075209,5.2092767156368
"chr11",69686106,69686506,401,"*","Chrnb1",0.182419291792408,0.896172714522376,0.429462253651409,"Gain",257,"Promoter (<=1kb)",8.0492560281982,7.92858963501049,8.16060428961593
"chr3",89671580,89671980,401,"*","Chrnb2",0.0862187823498799,0.970087513678161,0.794458974661179,"Gain",0,"Promoter (<=1kb)",5.3932239200128,5.32362862799563,5.45961588564434
"chr1",87114686,87115086,401,"*","Chrnd",0.293168264633711,0.898534586271834,0.437540040784901,"Gain",-3233,"Exon (NM_027084/69453, exon 10 of 13)",4.88246831812431,4.70027845497296,5.04420877682618
"chr1",87129117,87129517,401,"*","Chrng",0.412188957556905,0.873928393285366,0.369797705652845,"Gain",-4016,"Distal Intergenic",4.10850344251091,3.85750676920641,4.32223557006441
"chr2",92439247,92439647,401,"*","Chst1",0.215019506466683,0.934137863220832,0.588930557327772,"Gain",7785,"Intron (NM_001356552/76969, intron 2 of 3)",4.62826324123404,4.48935399820317,4.75496451066548
"chr1",38936916,38937316,401,"*","Chst10",0.341281597199657,0.860010176953263,0.327553489730063,"Gain",0,"Promoter (<=1kb)",5.21009157187803,5.00084251217811,5.3927999479457
"chr10",82820908,82821308,401,"*","Chst11",-0.0245256549878608,0.987574022864533,0.91446103453958,"Loss",-23,"Promoter (<=1kb)",7.30534505328584,7.29280884463136,7.31777326707738
"chr5",140491095,140491495,401,"*","Chst12",0.314479078534284,0.770662609300937,0.172567370633142,"Gain",0,"Promoter (<=1kb)",7.97171506551405,7.77818302036449,8.14232955353509
"chr2",118756769,118757169,401,"*","Chst14",0.249617004148148,0.870427666606555,0.359728323143273,"Gain",0,"Promoter (<=1kb)",6.13417974028034,5.97663178451404,6.27620417163859
"chr7",131918129,131918529,401,"*","Chst15",0.117635309591575,0.938349426865718,0.608165035375899,"Gain",226,"Promoter (<=1kb)",7.17600695437096,7.08996134408859,7.25720818386417
"chr9",95235979,95236379,401,"*","Chst2",0.547851938436265,0.804953233669408,0.223613309146375,"Gain",52944,"Distal Intergenic",4.18999681753062,3.85829293798392,4.45951180530275
"chr10",60054506,60054906,401,"*","Chst3",0.232606777822703,0.915448265081329,0.50811413851208,"Gain",176,"Promoter (<=1kb)",5.16922250161946,5.02083574478228,5.30376044713106
"chrX",19925491,19925891,401,"*","Chst7",0.420514421902542,0.771470040435404,0.17310674373859,"Gain",0,"Promoter (<=1kb)",5.66646077750655,5.41177831418671,5.88285778388391
"chr18",15893054,15893454,401,"*","Chst9",0.285274321342806,0.898093402712112,0.435943562034191,"Gain",0,"Promoter (<=1kb)",5.01161237441732,4.83390792274697,5.16980896509789
"chr7",65759044,65759444,401,"*","Chsy1",0.458018650975556,0.602584378398005,0.0488858857384292,"Gain",0,"Promoter (<=1kb)",7.0406767431079,6.76444825378285,7.2724201755047
"chr18",59308193,59308593,401,"*","Chsy3",0.219918354521341,0.866067853100388,0.34674465746633,"Gain",0,"Promoter (<=1kb)",8.33753006909274,8.19648926431434,8.46600207463656
"chr3",90416671,90417071,401,"*","Chtop",-0.149518016848657,0.916224568853765,0.512140979229962,"Loss",0,"Promoter (<=1kb)",7.52333886768074,7.5725259360422,7.47241544836596
"chr19",44095732,44096132,401,"*","Chuk",0.288017952923567,0.79478249693953,0.208808983271072,"Gain",0,"Promoter (<=1kb)",7.24219170266894,7.06344563033523,7.40121302447833
"chr12",76812106,76812506,401,"*","Churc1",-0.0288108349250803,0.987482452231567,0.900455027394007,"Loss",0,"Promoter (<=1kb)",7.99562429720104,7.98524514400711,8.00592931290118
"chr2",127089551,127089951,401,"*","Ciao1",0.0984830742011147,0.948592082690919,0.670479093160873,"Gain",0,"Promoter (<=1kb)",8.12340656374867,8.04749041461495,8.19552683541238
"chr9",66033704,66034104,401,"*","Ciao2a",0.0536749681146104,0.974381091008838,0.81385796273983,"Gain",0,"Promoter (<=1kb)",7.46503043849851,7.41249622348786,7.51571869734538
"chr8",105368168,105368568,401,"*","Ciao2b",-0.0246053290164907,0.987721472739344,0.917410765944394,"Loss",0,"Promoter (<=1kb)",6.8074629755923,6.79497111222396,6.81984760352014
"chr17",25992513,25992913,401,"*","Ciao3",0.330289171093609,0.782002278042148,0.186887662207094,"Gain",0,"Promoter (<=1kb)",6.50884266244346,6.30622146919117,6.68647945121726
"chr8",95564800,95565200,401,"*","Ciapin1",0.109111792114084,0.942988237678487,0.63655667199315,"Gain",0,"Promoter (<=1kb)",8.06545476659812,7.9839385832577,8.14261035216182
"chr3",95789463,95789863,401,"*","Ciart",0.139038747514175,0.925209287883408,0.54245025976392,"Gain",0,"Promoter (<=1kb)",7.61294313645202,7.51554392662594,7.70418053620658
"chr7",79882244,79882644,401,"*","Cib1",0.0529283153014155,0.974381091008838,0.822587498505306,"Gain",0,"Promoter (<=1kb)",8.53132447656355,8.47918751910438,8.58164280965155
"chr9",54467359,54467759,401,"*","Cib2",0.10799649531041,0.943270240230507,0.6376670037478,"Gain",0,"Promoter (<=1kb)",7.18576021193444,7.10480997205862,7.26240860874998
"chr8",72969716,72970116,401,"*","Cib3",0.0109656376552147,0.996206109519626,0.969575204084014,"Gain",-3035,"Distal Intergenic",5.92482076078395,5.89425569177141,5.95475168722594
"chr5",30673673,30674073,401,"*","Cib4",-0.108581941873831,0.95845164664292,0.727073186171815,"Loss",29107,"Intron (NM_028483/73259, intron 3 of 6)",5.61528794865009,5.64465748769227,5.58530807542588
"chr4",12171552,12171952,401,"*","Cibar1",0.395587714580015,0.763615933005258,0.163045664367535,"Gain",63,"Promoter (<=1kb)",5.99424036290918,5.75414136744599,6.2000241998036
"chr8",120905731,120906131,401,"*","Cibar2",0.35168011749004,0.780090955129279,0.184892157970995,"Gain",-1523,"Promoter (1-2kb)",6.24821059805637,6.03338239213229,6.4351563732827
"chr7",24981255,24981655,401,"*","Cic",0.210212844865165,0.874558964510634,0.371666806100576,"Gain",0,"Promoter (<=1kb)",8.46527227274435,8.32953390184933,8.58933054256127
"chr18",67476262,67476662,401,"*","Cidea",-0.00954008441681671,0.996737956877438,0.978414232391036,"Loss",0,"Promoter (<=1kb)",5.14991602398831,5.12980942674293,5.16974624636007
"chr16",10297695,10298095,401,"*","Ciita",0.0629860509599859,0.974381091008838,0.81784762835027,"Gain",0,"Promoter (<=1kb)",6.11473190112186,6.05732821959616,6.16993867072194
"chr9",78020327,78020727,401,"*","Cilk1",0.499907437222728,0.537065665814338,0.0293100183507841,"Gain",0,"Promoter (<=1kb)",7.31807930096104,7.01713560650572,7.5669525961062
"chr8",70341056,70341456,401,"*","Cilp2",0.133040539668347,0.945777469445706,0.655582322102007,"Gain",-1014,"Promoter (1-2kb)",5.78227699649823,5.68795512689211,5.87080881444302
"chr10",79485214,79485614,401,"*","Cimap1d",0.233308273731477,0.937625345874285,0.605848133445349,"Gain",-3642,"Distal Intergenic",4.15013340977547,4.00089559168984,4.28537048646343
"chr4",106457910,106458310,401,"*","Cimap2",0.883494345229074,0.4485632854072,0.0155675157562507,"Gain",16125,"Intron (NM_183182/242602, intron 9 of 9)",5.09889418569318,4.55598315388022,5.49243719461995
"chr3",105908655,105909055,401,"*","Cimap3",0.588078061526691,0.542663972400021,0.0303830769502269,"Gain",0,"Promoter (<=1kb)",6.17546590447785,5.82109409481124,6.45973107971678
"chr2",173364147,173364547,401,"*","Cimip1",-0.175440685615989,0.956066725109842,0.704696214171933,"Loss",0,"Promoter (<=1kb)",4.06511462168595,4.12733942644798,4.00008455401569
"chr4",43427534,43427934,401,"*","Cimip2b",-0.229396028124832,0.86322391512642,0.336797865796624,"Loss",1200,"Promoter (1-2kb)",6.76528969041505,6.85255512485563,6.67240398109217
"chr5",30639642,30640042,401,"*","Cimip2c",0.0765393202327369,0.981565899842906,0.867005599381932,"Gain",16221,"Intron (NM_029285/75434, intron 3 of 3)",4.10825198459774,4.04356511051864,4.17016249933528
"chr17",47747996,47748396,401,"*","Cimip3",-0.188600528239712,0.922548407882225,0.53537593261227,"Loss",0,"Promoter (<=1kb)",5.70101927076962,5.76910512749497,5.62956035952911
"chr15",78253007,78253407,401,"*","Cimip4",0.327992481405843,0.902952237478129,0.455861802765412,"Gain",19562,"Distal Intergenic",4.24854726681074,4.04624522204632,4.42593880577252
"chr12",110855433,110855833,401,"*","Cinp",0.0524139375350445,0.974381091008838,0.819998240129869,"Gain",0,"Promoter (<=1kb)",8.00014652946705,7.94827197398859,8.05022040622749
"chr16",48821792,48822192,401,"*","Cip2a",-0.122167970760185,0.957549763572483,0.721000526754416,"Loss",7241,"Exon (NM_172616/224171, exon 6 of 21)",5.26603675003057,5.30210416749745,5.22904447522755
"chr12",86993870,86994270,401,"*","Cipc",0.252027129201949,0.838196949402855,0.279465283959852,"Gain",0,"Promoter (<=1kb)",8.27126849759633,8.11258020469786,8.41421878187994
"chr2",73142819,73143219,401,"*","Cir1",0.00488045690185086,0.997285943064321,0.982960670965283,"Gain",0,"Promoter (<=1kb)",7.69784810371991,7.67039553132787,7.72478802988267
"chr10",80003290,80003690,401,"*","Cirbp",0.139046538535946,0.92863897429802,0.556400329786459,"Gain",0,"Promoter (<=1kb)",8.55144732545878,8.45406653507149,8.64266856316798
"chr14",54938063,54938463,401,"*","Cirop",0.624421976050014,0.702986628342479,0.102175547648642,"Gain",-1773,"Promoter (1-2kb)",4.87127884390057,4.49361223653476,5.17031073938081
"chr10",71180563,71180963,401,"*","Cisd1",0.0247523330488781,0.987574022864533,0.913937698337329,"Gain",0,"Promoter (<=1kb)",7.80279283987969,7.76517733182709,7.8394524656798
"chr3",135129021,135129421,401,"*","Cisd2",0.055567027710251,0.974381091008838,0.81414734569451,"Gain",0,"Promoter (<=1kb)",8.55622899596395,8.50272502239661,8.60781946722972
"chr11",97576443,97576843,401,"*","Cisd3",0.208893058518158,0.874558964510634,0.371888701830978,"Gain",0,"Promoter (<=1kb)",6.93782930112711,6.80273387018154,7.06135036419399
"chr9",107173613,107174013,401,"*","Cish",0.187390106295933,0.896783337697517,0.431832657662337,"Gain",0,"Promoter (<=1kb)",6.78127834793343,6.65785621245416,6.89496883066756
"chr15",102651689,102652089,401,"*","Cistr",0.862416144112551,0.487301303373865,0.0215090894336339,"Gain",3255,"Distal Intergenic",4.98951728184118,4.46030487041317,5.3758504729982
"chr5",115983017,115983417,401,"*","Cit",0.201321862346245,0.877303368676243,0.377665209755526,"Gain",-298,"Promoter (<=1kb)",7.55286775857641,7.42193485392346,7.6729001722192
"chrX",101295529,101295929,401,"*","Cited1",0.24463888517924,0.907196078483678,0.473343487357655,"Gain",0,"Promoter (<=1kb)",5.28603657660255,5.13104211326489,5.42598297978162
"chr10",17598712,17599112,401,"*","Cited2",0.266570098840231,0.820851455503603,0.248566802055292,"Gain",0,"Promoter (<=1kb)",8.04843498483379,7.8816861305933,8.19789211635875
"chr4",120523491,120523891,401,"*","Cited4",0.346453542716987,0.778363952499267,0.182746925396225,"Gain",0,"Promoter (<=1kb)",6.33165627031333,6.11982362571056,6.51633048137358
"chr2",32252857,32253257,401,"*","Ciz1",0.234051419909918,0.849660942607801,0.305130961250118,"Gain",0,"Promoter (<=1kb)",7.43185814158868,7.28302869238674,7.56675984449228
"chr8",22675624,22676024,401,"*","Ckap2",0.230687042398057,0.853755746181916,0.316255738829547,"Gain",0,"Promoter (<=1kb)",7.12906526108297,6.98206217607334,7.26246494031198
"chr2",129139035,129139435,401,"*","Ckap2l",0.185284063921924,0.893849596511019,0.422824173278853,"Gain",0,"Promoter (<=1kb)",8.07582783566906,7.95361348443261,8.18849279045744
"chr10",84369731,84370131,401,"*","Ckap4",0.613621762605659,0.577459566472018,0.039979679660997,"Gain",0,"Promoter (<=1kb)",5.81438291650753,5.44418220581355,6.10872446018287
"chr2",91356882,91357282,401,"*","Ckap5",0.0812302342111622,0.957894533881186,0.722919096409471,"Gain",0,"Promoter (<=1kb)",7.20296662813061,7.13608031105015,7.26688887087806
"chr12",111638567,111638967,401,"*","Ckb",0.293621079248806,0.80750719931622,0.227498432271131,"Gain",0,"Promoter (<=1kb)",6.65881970736756,6.47687221374334,6.82036917639012
"chr8",104977324,104977724,401,"*","Cklf",0.189589127733253,0.887959454320638,0.410462253084085,"Gain",0,"Promoter (<=1kb)",7.11461441250343,6.99002471271824,7.22929476504143
"chr2",121185674,121186074,401,"*","Ckmt1",0.240662157264997,0.842818885588347,0.292281480639933,"Gain",-2183,"Promoter (2-3kb)",7.64043041189568,7.48797837459337,7.77830114946319
"chr13",92056328,92056728,401,"*","Ckmt2",0.0987223358381054,0.970318293980229,0.805023908441514,"Gain",-31324,"Intron (NM_009027/19418, intron 18 of 26)",4.60036567016067,4.52407897221743,4.67282027226796
"chr3",89325576,89325976,401,"*","Cks1b",0.0977635247966434,0.949822779591561,0.674193660842573,"Gain",0,"Promoter (<=1kb)",8.23910349106797,8.1635674362397,8.31088065001562
"chr8",85869178,85869578,401,"*","Cks1brt",-0.154770987953029,0.937683648491927,0.606020714017122,"Loss",-8975,"Distal Intergenic",5.7542826382891,5.80612740783077,5.7005051004056
"chr13",51799045,51799445,401,"*","Cks2",0.0170089508160456,0.993666146282565,0.942004314318269,"Gain",0,"Promoter (<=1kb)",8.35614870999642,8.32250312966798,8.38902747943054
"chr1",118316870,118317270,401,"*","Clasp1",0.116971592290793,0.938382027161148,0.611011340092104,"Gain",82,"Promoter (<=1kb)",7.12866861088519,7.04297317072608,7.20955792813153
"chr9",113622189,113622589,401,"*","Clasp2",0.629977567121118,0.673840113112135,0.0805702816978024,"Gain",0,"Promoter (<=1kb)",5.10877076014719,4.72793277157303,5.40978311767745
"chr7",19338245,19338645,401,"*","Clasrp",0.326640123874082,0.757625046694814,0.152673599507633,"Gain",0,"Promoter (<=1kb)",7.47211504238438,7.2716848359489,7.64806623238294
"chr12",112772328,112772728,401,"*","Clba1",0.244852158465912,0.842144493884198,0.289873674340037,"Gain",0,"Promoter (<=1kb)",7.06533531340536,6.91053295985487,7.20512510786783
"chr3",144811142,144811542,401,"*","Clca2",0.565291649402331,0.75075669539978,0.146920457737738,"Gain",-6275,"Distal Intergenic",4.76884105336851,4.42731942814541,5.0447915217833
"chr3",108561022,108561422,401,"*","Clcc1",0.172871205118009,0.900883169189848,0.449096980536964,"Gain",0,"Promoter (<=1kb)",7.32808762156157,7.21254400431457,7.43505973718331
"chr19",4264375,4264775,401,"*","Clcf1",0.0345674536743274,0.987482452231567,0.892406983517734,"Gain",0,"Promoter (<=1kb)",6.39288367338109,6.35020605700106,6.43433499531354
"chr6",42260190,42260590,401,"*","Clcn1",0.82039913549414,0.578492199117332,0.0410197713673064,"Gain",-3029,"Distal Intergenic",4.67312151923996,4.17081276333562,5.0449857851981
"chr16",20534762,20535162,401,"*","Clcn2",-0.0727345992174195,0.966961266038612,0.768126780009319,"Loss",224,"Promoter (<=1kb)",6.56627288566918,6.57788644596087,6.55456507810737
"chr8",61407652,61408052,401,"*","Clcn3",0.518348058286007,0.798612844196705,0.215372663966973,"Gain",0,"Promoter (<=1kb)",4.44311974645317,4.12960580017232,4.7005173326379
"chrX",7185383,7185783,401,"*","Clcn5",-0.0203696052568503,0.990299704422759,0.928793341050853,"Loss",0,"Promoter (<=1kb)",7.49803868540016,7.48340266989317,7.51252770976915
"chr4",148123248,148123648,401,"*","Clcn6",0.031942774242261,0.987482452231567,0.894555966081823,"Gain",0,"Promoter (<=1kb)",8.84035541756561,8.79905032650491,8.88051076432478
"chr17",25352218,25352618,401,"*","Clcn7",0.401098702866338,0.724269778177744,0.116446947026593,"Gain",0,"Promoter (<=1kb)",6.41386188414513,6.17069121991471,6.62189658471084
"chr4",141132042,141132442,401,"*","Clcnka",0.105086902735386,0.970087513678161,0.795481724154858,"Gain",-6025,"Exon (NM_019701/56365, exon 18 of 20)",4.53925665049271,4.45959062552228,4.61475275537122
"chr16",26190396,26190796,401,"*","Cldn1",0.120492499478695,0.94025697375872,0.619800533595129,"Gain",0,"Promoter (<=1kb)",6.65931052654589,6.57172777990607,6.74187926094076
"chr14",119091764,119092164,401,"*","Cldn10",-0.155867308407224,0.919617883392714,0.523782327190578,"Loss",-198,"Promoter (<=1kb)",6.61689062778007,6.66918640380078,6.5626276681709
"chr3",31200038,31200438,401,"*","Cldn11",0.275670150680877,0.859896660686778,0.327130847448723,"Gain",-3631,"Distal Intergenic",6.0169379140689,5.84490831853949,6.17062247505357
"chr5",5564697,5565097,401,"*","Cldn12",-0.091829574967662,0.957576524842724,0.72116520214169,"Loss",0,"Promoter (<=1kb)",6.36103781076895,6.38211217902234,6.33965102645462
"chr5",134944813,134945213,401,"*","Cldn13",0.576663450182945,0.641687004806818,0.0664036186312425,"Gain",-429,"Promoter (<=1kb)",5.6148820599363,5.26716667829453,5.89485542553794
"chr16",93812170,93812570,401,"*","Cldn14",0.548831209928685,0.803836172633096,0.222898219125904,"Gain",-2474,"Promoter (2-3kb)",4.1901949296174,3.85789982093896,4.46009952127878
"chr5",136999665,137000065,401,"*","Cldn15",0.105556161500788,0.974381091008838,0.835118961238507,"Gain",2942,"Promoter (2-3kb)",3.78227792918505,3.70215072111268,3.85818806538647
"chr16",26266429,26266829,401,"*","Cldn16",0.191714409807099,0.942124592778884,0.633145024449374,"Gain",-15056,"Distal Intergenic",4.58399394696041,4.4578057281935,4.70002713850719
"chr9",99668893,99669293,401,"*","Cldn18",0.552305986340243,0.728993872195032,0.121631257339977,"Gain",-69573,"Distal Intergenic",5.13882248568243,4.80554786844917,5.40937196426478
"chr17",3585620,3586020,401,"*","Cldn20",0.0305325181120477,0.992789664976301,0.936939811296019,"Gain",2791,"Promoter (2-3kb)",4.76824087051,4.72759433728206,4.8077735375367
"chr8",48286968,48287368,401,"*","Cldn22",0.116794348097732,0.955746313336276,0.701303887685418,"Gain",9451,"Intron (NM_133791/52357, intron 21 of 22)",5.70147691706168,5.61578155890556,5.78236616124751
"chr8",36293560,36293960,401,"*","Cldn23",0.420218926731068,0.74706170437269,0.142810534274257,"Gain",0,"Promoter (<=1kb)",5.95406671580198,5.69966966547846,6.17025778315525
"chr9",48962659,48963059,401,"*","Cldn25",0.308199675212546,0.86390899316397,0.341949158787565,"Gain",-3017,"Distal Intergenic",5.47574329529737,5.28533996052162,5.6439223072867
"chrX",76695285,76695685,401,"*","Cldn34-ps",0.655780465959073,0.630190608923871,0.0608738824393289,"Gain",23373,"Intron (NM_020601/21372, intron 11 of 15)",5.22865097715736,4.83192320580781,5.53948064700148
"chrX",153927693,153928093,401,"*","Cldn34b2",0.788530093966416,0.615651110392903,0.0544228547483674,"Gain",2752,"Promoter (2-3kb)",4.57020156421473,4.08835446702598,4.93077905997126
"chrX",122521845,122522245,401,"*","Cldn34c2",0.422802288884875,0.886928200993042,0.407205567413231,"Gain",35862,"Distal Intergenic",3.78153444659142,3.52386214625336,4.00008455401569
"chr5",134980113,134980513,401,"*","Cldn4",0.156067329955721,0.941599357544292,0.627257729982314,"Gain",-4325,"Distal Intergenic",5.50067578292256,5.39399614348313,5.60000726947628
"chr16",18607732,18608132,401,"*","Cldn5",0.15229521510579,0.955579291898739,0.699959726909655,"Gain",12135,"Intron (NM_001161623/12544, intron 12 of 17)",4.65765558967567,4.55282761424401,4.7553798860377
"chr11",69852652,69853052,401,"*","Cldn7",0.378638781507209,0.860468266677443,0.330098125153114,"Gain",-2553,"Promoter (2-3kb)",4.75499869483126,4.52407897221743,4.95400633442012
"chr17",23919028,23919428,401,"*","Cldn9",0.323830353901091,0.769600915603113,0.171509089185457,"Gain",-16028,"Distal Intergenic",6.84240862135217,6.64349499638975,7.01719039827206
"chr16",58548109,58548509,401,"*","Cldnd1",0.17654685991469,0.903422345540752,0.456969304494044,"Gain",0,"Promoter (<=1kb)",8.61481509930058,8.49733366072354,8.72344599376853
"chr11",70060006,70060406,401,"*","Clec10a",-0.0504784329722517,0.991569441603397,0.932754331039976,"Loss",2557,"Promoter (2-3kb)",3.32289579371765,3.32368729472483,3.32210385823352
"chr7",43954299,43954699,401,"*","Clec11a",0.238479970003148,0.850385479961194,0.309281210623488,"Gain",1684,"Promoter (1-2kb)",8.40654026301485,8.25532312941537,8.54340041007593
"chr6",129326844,129327244,401,"*","Clec12a",-0.255376122811342,0.834469065498726,0.274364524159792,"Loss",0,"Promoter (<=1kb)",6.94663393624268,7.04601910423134,6.83989237308228
"chr6",129352042,129352442,401,"*","Clec12b",0.0748188036876753,0.9762946270016,0.854095912244437,"Gain",10024,"Distal Intergenic",4.52437869323727,4.4606620541042,4.585399910231
"chr12",58585117,58585517,401,"*","Clec14a",0.294686327033267,0.806306625992178,0.225313472148869,"Gain",-269073,"Distal Intergenic",6.6650494384299,6.48250707200177,6.82706757097061
"chr16",10362982,10363382,401,"*","Clec16a",0.214757943687664,0.866067853100388,0.346799240730309,"Gain",0,"Promoter (<=1kb)",7.37833957325881,7.24007503470057,7.50450432784408
"chr6",129428780,129429180,401,"*","Clec1a",0.00856719322089566,0.997285943064321,0.98294450292452,"Gain",0,"Promoter (<=1kb)",4.5853399714883,4.55598315388022,4.61411131291309
"chr6",129373857,129374257,401,"*","Clec1b",0.237838467244599,0.932344731921952,0.579862635530747,"Gain",-3,"Promoter (<=1kb)",4.32245253308964,4.17081276333562,4.45965872392982
"chr6",129157389,129157789,401,"*","Clec2d",0.271255854383019,0.814453957882198,0.237594127090222,"Gain",0,"Promoter (<=1kb)",7.85741807906746,7.68805734558495,8.00896959918902
"chr6",129074790,129075190,401,"*","Clec2e",0.194964624726502,0.928640230130995,0.558121924901838,"Gain",2676,"Promoter (2-3kb)",5.37498903220173,5.24726129079071,5.49232252128996
"chr6",128991106,128991506,401,"*","Clec2f",0.503876296326168,0.773735550167699,0.174578458420059,"Gain",31,"Promoter (<=1kb)",4.97739979217618,4.67311576974364,5.22855045005811
"chr6",128922552,128922952,401,"*","Clec2g",0.211940343087201,0.919617883392714,0.523604728568288,"Gain",11208,"Intron (NM_027562/70809, intron 1 of 6)",5.38364868666787,5.24666406334137,5.50874700911806
"chr6",128639130,128639530,401,"*","Clec2h",-0.122071486195312,0.939646065780053,0.614684386152686,"Loss",0,"Promoter (<=1kb)",6.66705649623489,6.70295451926469,6.63024239365086
"chr6",128865701,128866101,401,"*","Clec2i",-0.210703689605256,0.870427666606555,0.359653972758302,"Loss",1148,"Promoter (1-2kb)",7.13326540474799,7.21170121741803,7.05031881328393
"chr6",38639773,38640173,401,"*","Clec2l",0.33053765651483,0.851836024230336,0.311669844863789,"Gain",0,"Promoter (<=1kb)",5.45209520035177,5.24905330432729,5.63005513183038
"chr6",129308581,129308981,401,"*","Clec2m",0.403414664237128,0.84988566433338,0.308338424550505,"Gain",0,"Promoter (<=1kb)",4.67408441601661,4.42875729561403,4.8836943779646
"chr9",123004991,123005391,401,"*","Clec3b",0.16292838790065,0.941599357544292,0.6276489075583,"Gain",24980,"Intron (NM_133974/109332, intron 7 of 8)",5.34049461275378,5.23009735519881,5.4430412829747
