"seqnames","start","end","gene","log2FoldChange_ATAC","FDR_ATAC","pvalue","peak_type","distanceToTSS","annotation"
"chr17",45035991,45036391,"Runx2",1.36108208279531,0.446200282036392,0.00149353507884578,"Gain",10672,"Intron (NR_073425/12393, intron 1 of 5)"
"chr12",59626475,59626875,"Fbxo33",1.35815242304245,0.262193526713518,0.000341843613479415,"Gain",-360206,"Distal Intergenic"
"chr8",25558128,25558528,"Htra4",1.35534928270034,0.416065531649172,0.00111982038590712,"Gain",-29150,"Intron (NM_031257/83436, intron 3 of 11)"
"chr6",140539515,140539915,"Aebp2",1.35404690874064,0.567927310367975,0.00360677364105575,"Gain",-28474,"3' UTR"
"chr4",106645004,106645404,"Acot11",1.35329559622749,0.603970597347539,0.00436532841122446,"Gain",11624,"Intron (NM_001347159/329910, intron 1 of 15)"
"chr15",79981612,79982012,"Gm31134",1.35290684129128,0.468667669927612,0.00178277373904855,"Gain",-5577,"Intron (NM_009303/20972, intron 1 of 3)"
"chr4",116026196,116026596,"Tspan1",1.35199823811872,0.441040307978774,0.00143715652227038,"Gain",-1401,"Promoter (1-2kb)"
"chr16",32276799,32277199,"Pcyt1a",1.35141041360101,0.524262093205147,0.00263391563370131,"Gain",26751,"Intron (NM_009981/13026, intron 3 of 8)"
"chr10",79420303,79420703,"Spmap2",1.34876466204364,0.624101398324886,0.0054311558563764,"Gain",2267,"Promoter (2-3kb)"
"chr19",21456733,21457133,"Gda",1.34213027223079,0.484244888982219,0.00196643107869478,"Gain",-6708,"Distal Intergenic"
"chr2",32545106,32545506,"Mir1954",1.34154575385788,0.690197640622139,0.00851675265914436,"Gain",2765,"Promoter (2-3kb)"
"chr17",67921347,67921747,"Gm36201",1.33987174057907,0.456220675355509,0.00159833789239194,"Gain",14580,"Intron (NR_155516/102640031, intron 2 of 2)"
"chr4",6991126,6991526,"Tox",1.33984010074097,0.456220675355509,0.00160337224589599,"Gain",31,"Promoter (<=1kb)"
"chr1",60862115,60862515,"Cd28",1.33607241203368,0.69446382519171,0.0088294109658464,"Gain",76568,"Distal Intergenic"
"chr9",72547151,72547551,"Nedd4",1.33151556359894,0.31212386723598,0.000498439391803671,"Gain",-22062,"Distal Intergenic"
"chr14",33809654,33810054,"Anxa8",1.32518093810493,0.639614899448075,0.00648222707432506,"Gain",1718,"Promoter (1-2kb)"
"chr11",119081331,119081731,"Mir6934",1.32451956933739,0.394284546079584,0.000912630202473737,"Gain",-36368,"Intron (NM_172443/207592, intron 3 of 11)"
"chrX",138110545,138110945,"Pwwp3b",1.32351037924454,0.472832083946074,0.00185001812990248,"Gain",0,"Promoter (<=1kb)"
"chr8",110683796,110684196,"Marveld3",1.32175963627641,0.575417205891056,0.00390551344805918,"Gain",4641,"Intron (NM_212447/73608, intron 2 of 2)"
"chr11",114337506,114337906,"4932435O22Rik",1.32164136752401,0.4992534568995,0.00233534188758226,"Gain",1780,"Promoter (1-2kb)"
"chr4",62695696,62696096,"Gm11211",1.32153107809608,0.4992534568995,0.00233160497437516,"Gain",-49908,"Distal Intergenic"
"chr5",114837083,114837483,"Gltp",1.32115275073518,0.466290484246867,0.00169405458585562,"Gain",-8087,"Distal Intergenic"
"chr2",85788875,85789275,"Gm52520",1.32052051196726,0.520617092752929,0.00259977365458697,"Gain",250,"Promoter (<=1kb)"
"chr1",118961565,118961965,"Gli2",1.31660513708652,0.372309369555607,0.000750463546040491,"Gain",19384,"Intron (NM_001081125/14633, intron 1 of 13)"
"chr6",115499890,115500290,"Tsen2",1.31563130267067,0.585819948479127,0.00407691257201536,"Gain",-21362,"Distal Intergenic"
"chr9",26720031,26720431,"Glb1l2",1.31521017017143,0.609977066183434,0.00481084291225476,"Gain",-2267,"Promoter (2-3kb)"
"chr5",136036657,136037057,"Dtx2",1.31443303957112,0.529773788070869,0.00276621016677686,"Gain",13003,"Intron (NM_001256096/74198, intron 2 of 10)"
"chr17",5665191,5665591,"Zdhhc14",1.31227932372564,0.61404118771824,0.00490819152519361,"Gain",122316,"Intron (NM_146073/224454, intron 1 of 8)"
"chr2",29069839,29070239,"Setx",1.31180515797049,0.637565671947088,0.00586864260584325,"Gain",54835,"3' UTR"
"chr5",119808544,119808944,"Tbx3",1.3111049206689,0.561223415866694,0.00319220237618858,"Gain",0,"Promoter (<=1kb)"
"chr4",117392972,117393372,"Eri3",1.31103134426207,0.659815946034729,0.00709517752123398,"Gain",-14149,"Distal Intergenic"
"chr4",108339912,108340312,"Rnu6",1.31065326474498,0.690197640622139,0.00860858274475298,"Gain",-15665,"Intron (NM_175472/230594, intron 3 of 30)"
"chr5",138220368,138220768,"Nxpe5",1.30995074428229,0.594152471413634,0.00424303243419627,"Gain",-3398,"Distal Intergenic"
"chr11",69970771,69971171,"Asgr2",1.30947014026664,0.384807159898807,0.000870933841323524,"Gain",-12299,"Distal Intergenic"
"chr19",5597623,5598023,"Ovol1",1.30460892444871,0.509524129488515,0.00241359309167028,"Gain",12580,"Distal Intergenic"
"chr6",31502453,31502853,"Podxl",1.30344573920617,0.575417205891056,0.00384820702370381,"Gain",38019,"Intron (NM_013723/27205, intron 4 of 7)"
"chr1",7828774,7829174,"Pcmtd1",1.30214103518479,0.264719152564721,0.00036098929869588,"Gain",669630,"Distal Intergenic"
"chr4",136613417,136613817,"C1qb",1.3009149280808,0.699651985600549,0.00914208192373255,"Gain",0,"Promoter (<=1kb)"
"chr3",131196380,131196780,"Sgms2",1.29989509739379,0.435411265485433,0.00137702558080889,"Gain",0,"Promoter (<=1kb)"
"chr12",76696807,76697207,"Sptb",1.29972204076932,0.603970597347539,0.00456408983757498,"Gain",60114,"Intron (NM_013675/20741, intron 1 of 35)"
"chr8",11750348,11750748,"Gm6524",1.29737149165659,0.436380404518885,0.00140156628882654,"Gain",-5834,"Distal Intergenic"
"chr9",120430801,120431201,"5830454E08Rik",1.29607205543262,0.484244888982219,0.00210249677828697,"Gain",24404,"Distal Intergenic"
"chr13",3799560,3799960,"Calml3",1.29555168494759,0.441040307978774,0.00145089907322244,"Gain",54358,"Distal Intergenic"
"chr14",118674187,118674587,"1700044C05Rik",1.29368520804218,0.567927310367975,0.00367254022086352,"Gain",70897,"Distal Intergenic"
"chr11",31590162,31590562,"Bod1",1.29347626929707,0.637565671947088,0.00569647721668023,"Gain",31300,"Distal Intergenic"
"chr2",25373071,25373471,"Lcn12",1.29264797476955,0.567927310367975,0.00370421268116376,"Gain",10452,"Distal Intergenic"
"chr19",24862952,24863352,"Foxd4",1.29111880222507,0.637565671947088,0.00579069799593051,"Gain",15028,"Distal Intergenic"
"chr18",62386907,62387307,"Htr4",1.28935624126749,0.637565671947088,0.00585437270188138,"Gain",-69968,"Distal Intergenic"
"chr17",48254026,48254426,"Foxp4",1.28924946875003,0.484244888982219,0.00204128490575588,"Gain",-18469,"Distal Intergenic"
"chr1",128725149,128725549,"Cxcr4",1.28923975977119,0.637565671947088,0.00585829593705061,"Gain",-205113,"Distal Intergenic"
"chr5",132386513,132386913,"Auts2",1.28922315656617,0.30089783971626,0.000469142601246866,"Gain",185146,"Intron (NM_001363480/319974, intron 1 of 18)"
"chr4",149240252,149240652,"Pgd",1.28820108103403,0.619731061238807,0.0050339269549257,"Gain",9887,"Intron (NM_001356332/110208, intron 7 of 11)"
"chr1",181936224,181936624,"Srp9",1.28790832663585,0.619731061238807,0.00503989238718246,"Gain",-15678,"Distal Intergenic"
"chr1",77491580,77491980,"Epha4",1.28470097044575,0.188075360023817,0.000173270716413883,"Gain",0,"Promoter (<=1kb)"
"chr4",155771758,155772158,"Fndc10",1.28466774165927,0.690197640622139,0.00857472647110474,"Gain",-6641,"Distal Intergenic"
"chr15",80001436,80001836,"Tab1",1.28438353002648,0.518538848059566,0.00254003275533377,"Gain",-15511,"3' UTR"
"chr2",10319410,10319810,"Sfmbt2",1.28350975445711,0.520617092752929,0.00259348702247794,"Gain",-55452,"Distal Intergenic"
"chr6",145544842,145545242,"Tuba3b",1.28322731742484,0.690197640622139,0.00864951537985831,"Gain",-16447,"Distal Intergenic"
"chr5",104200811,104201211,"Mir5619",1.28211651757533,0.621096633911186,0.00524724637799705,"Gain",4942,"Intron (NM_028794/74167, intron 2 of 7)"
"chr10",121528952,121529352,"Kics2",1.28198645330758,0.567927310367975,0.00361817306624481,"Gain",-46483,"3' UTR"
"chr11",101862909,101863309,"Sost",1.27971678166482,0.639242530746027,0.00625762763810089,"Gain",-5068,"3' UTR"
"chr1",21481458,21481858,"Khdc1b",1.27906624277541,0.678564432524575,0.0076096815174022,"Gain",27678,"Intron (NM_001310477/226922, intron 10 of 12)"
"chr6",4003879,4004279,"Gng11",1.27884884626006,0.432434141773971,0.00129046510295975,"Gain",0,"Promoter (<=1kb)"
"chr11",121278920,121279320,"Rab40b",1.27779574996365,0.608425312971865,0.00468461758390889,"Gain",0,"Promoter (<=1kb)"
"chr1",186307820,186308220,"Gm35546",1.27730854134535,0.631221958181142,0.00552835949275326,"Gain",-11299,"Distal Intergenic"
"chr10",62025755,62026155,"Mir7662",1.27714348599029,0.466290484246867,0.00169204761081375,"Gain",3851,"Intron (NM_197996/70423, intron 5 of 7)"
"chr5",134705006,134705406,"Gm10369",1.27675254901718,0.425895794535921,0.00120403444502154,"Gain",34,"Promoter (<=1kb)"
"chr4",120018730,120019130,"Edn2",1.27437432370302,0.31212386723598,0.000495225961299238,"Gain",327,"Promoter (<=1kb)"
"chr11",97306176,97306576,"Arhgap23",1.27251041254797,0.345326693536839,0.00059256092991609,"Gain",-34410,"Distal Intergenic"
"chr1",138487491,138487891,"Nek7",1.27156023454443,0.470694169918859,0.00179892805197583,"Gain",59604,"Intron (NM_001311148/59125, intron 2 of 7)"
"chr5",34706849,34707249,"Sh3bp2",1.26798126459064,0.580531816170681,0.00400245441851553,"Gain",0,"Promoter (<=1kb)"
"chr11",16891398,16891798,"Eldr",1.26686152345691,0.639242530746027,0.00593171992274208,"Gain",9484,"Intron (NR_110421/72735, intron 2 of 5)"
"chr12",12693107,12693507,"Gm34637",1.26053390042283,0.609977066183434,0.00480247978932872,"Gain",26411,"Distal Intergenic"
"chr17",45039304,45039704,"Runx2",1.25987882795286,0.567927310367975,0.00347765038732403,"Gain",7359,"Intron (NR_073425/12393, intron 1 of 5)"
"chr17",34596175,34596575,"Btnl1",1.25984252219642,0.690197640622139,0.00861190056896666,"Gain",69,"Promoter (<=1kb)"
"chr8",70319527,70319927,"Cilp2",1.25957426342817,0.639242530746027,0.00636476356399192,"Gain",20115,"Intron (NM_001024954/80720, intron 5 of 7)"
"chr2",64853065,64853465,"Grb14",1.2589647357923,0.484482473063753,0.00219731767072641,"Gain",0,"Promoter (<=1kb)"
"chr5",66833700,66834100,"Uchl1os",1.25787923409268,0.61404118771824,0.00489690353080886,"Gain",0,"Promoter (<=1kb)"
"chr2",119528947,119529347,"Rtf1",1.25633613442774,0.615740038614823,0.00494508206161272,"Gain",23398,"Intron (NM_030112/76246, intron 2 of 17)"
"chr17",31286019,31286419,"Abcg1",1.2560047187105,0.468343906037472,0.00172925021850928,"Gain",9351,"Intron (NM_009593/11307, intron 2 of 14)"
"chr4",117720450,117720850,"Slc6a9",1.25583782396023,0.567927310367975,0.00358758421579963,"Gain",7706,"Exon (NM_008135/14664, exon 6 of 14)"
"chr16",44317199,44317599,"Mir3081",1.25554601571083,0.456220675355509,0.00161389845495453,"Gain",60893,"Intron (NM_172506/117606, intron 7 of 18)"
"chr12",77132000,77132400,"Max",1.25419116875519,0.637565671947088,0.00570863456699305,"Gain",-122978,"Distal Intergenic"
"chr13",37661664,37662064,"Gm4035",1.25313982946243,0.56209878296585,0.0033182103566311,"Gain",-42567,"Distal Intergenic"
"chr4",40380293,40380693,"4930509K18Rik",1.252265217575,0.681344314113279,0.00780289182437665,"Gain",67061,"Distal Intergenic"
"chr1",86393567,86393967,"Tex44",1.25175904677698,0.567927310367975,0.00369857589964597,"Gain",39516,"Distal Intergenic"
"chr3",90353659,90354059,"Ints3",1.25049071883155,0.567927310367975,0.00339277290096701,"Gain",-12716,"Distal Intergenic"
"chr12",12630654,12631054,"Gm34637",1.24881972192323,0.441040307978774,0.00146175895728105,"Gain",88864,"Distal Intergenic"
"chr3",95200955,95201355,"Mindy1",1.24803364266758,0.639242530746027,0.00594941077318603,"Gain",10709,"Exon (NM_133858/75007, exon 7 of 10)"
"chr7",3598154,3598554,"Oscar",1.24742220464625,0.284787213485129,0.000413486365417384,"Gain",20602,"Distal Intergenic"
"chr17",45555809,45556209,"Cdc5l",1.2463928206888,0.621096633911186,0.0053012918125947,"Gain",188424,"Distal Intergenic"
"chr6",138117278,138117678,"Mgst1",1.24515734063755,0.567927310367975,0.00355702289718006,"Gain",0,"Promoter (<=1kb)"
"chr7",131828442,131828842,"Cpxm2",1.24304007268618,0.56209878296585,0.00329263328193208,"Gain",-71972,"Distal Intergenic"
"chr5",105770674,105771074,"Lrrc8d",1.24231195329835,0.529773788070869,0.00276499009729025,"Gain",-76761,"Distal Intergenic"
"chr2",167657131,167657531,"Gm14321",1.24222487005235,0.688624125143867,0.00834838076347923,"Gain",37720,"Distal Intergenic"
"chr17",3445255,3445655,"Tiam2",1.24096004779064,0.688624125143867,0.00840086893312616,"Gain",-1827,"Promoter (1-2kb)"
"chr7",115800084,115800484,"Plekha7",1.23829103105053,0.669896271282996,0.00732015411633074,"Gain",-2288,"Promoter (2-3kb)"
"chr1",166081608,166082008,"Ildr2",1.23823957278483,0.639242530746027,0.00636280090581609,"Gain",0,"Promoter (<=1kb)"
"chr17",31524507,31524907,"Slc37a1",1.23782298328422,0.524628526058813,0.00267488642325244,"Gain",9309,"Intron (NM_153062/224674, intron 2 of 19)"
"chrX",165199224,165199624,"Ofd1",1.23728541004193,0.690197640622139,0.00858703335188333,"Gain",24076,"Intron (NM_177429/237222, intron 9 of 22)"
"chrX",99820540,99820940,"Dlg3",1.23562385215,0.513481039520159,0.00245997698901677,"Gain",0,"Promoter (<=1kb)"
"chr18",33853276,33853676,"Epb41l4aos",1.23395051032104,0.575417205891056,0.00392339299215175,"Gain",-74269,"Distal Intergenic"
"chr11",87410096,87410496,"Gm34000",1.22794154809386,0.653009855313141,0.00693644287564379,"Gain",46930,"Exon (NM_031386/83560, exon 16 of 31)"
"chr3",110048962,110049362,"Ntng1",1.22794154809386,0.653009855313141,0.00693644287564379,"Gain",1426,"Promoter (1-2kb)"
"chr12",20664780,20665180,"1700030C10Rik",1.22626719601182,0.603970597347539,0.00456652309286382,"Gain",200600,"Distal Intergenic"
"chr16",97264049,97264449,"Mx1",1.22565894791432,0.106200722124408,5.14501452910182e-05,"Gain",0,"Promoter (<=1kb)"
"chr6",129250663,129251063,"Cd69",1.22421008207915,0.639242530746027,0.00627896159904099,"Gain",1269,"Promoter (1-2kb)"
"chr18",74082086,74082486,"Mapk4",1.22084447492267,0.688624125143867,0.00837032988132316,"Gain",-7986,"Intron (NM_172632/225724, intron 2 of 5)"
"chr2",5512847,5513247,"Camk1d",1.21971312610609,0.637565671947088,0.00586504776596779,"Gain",167610,"Intron (NM_001290376/227541, intron 2 of 10)"
"chr17",21837229,21837629,"Gm30531",1.21932691299407,0.484244888982219,0.00209099851031222,"Gain",1853,"Promoter (1-2kb)"
"chr11",96713477,96713877,"Nfe2l1",1.21734668697408,0.441040307978774,0.00144990041293372,"Gain",880,"Promoter (<=1kb)"
"chr14",22851396,22851796,"4930405A10Rik",1.21561459106649,0.647607625326271,0.00675534365441701,"Gain",-258530,"Intron (NM_028275/76633, intron 5 of 6)"
"chr17",63120452,63120852,"Efna5",1.21435327075254,0.649241005507484,0.00681486378062653,"Gain",67460,"Intron (NM_010109/13640, intron 1 of 3)"
"chr9",75863685,75864085,"Hmgcll1",1.21285866726196,0.681344314113279,0.00767444388015819,"Gain",-58174,"Distal Intergenic"
"chr12",16559296,16559696,"Lpin1",1.21204427511436,0.632726472056322,0.00557433248007705,"Gain",80075,"Distal Intergenic"
"chr8",124068980,124069380,"Spire2",1.21193365489022,0.695894875175791,0.00886538005768341,"Gain",9528,"Intron (NM_172287/234857, intron 1 of 14)"
"chr6",113418095,113418495,"Jagn1",1.21140715765251,0.60711176396995,0.00461880764952377,"Gain",-983,"Promoter (<=1kb)"
"chr9",55854136,55854536,"Scaper",1.21014263695454,0.699158693361711,0.00898222967858654,"Gain",-8733,"Distal Intergenic"
"chr13",65167076,65167476,"Spata31d1c",1.20870823070903,0.621096633911186,0.00523189220056975,"Gain",-13396,"Distal Intergenic"
"chr6",115695183,115695583,"Tmem40",1.20582372940196,0.536412772306275,0.00291633298659301,"Gain",40377,"Distal Intergenic"
"chr7",144555274,144555674,"Ccnd1",1.20441242051692,0.688624125143867,0.0082621503710219,"Gain",-61706,"Distal Intergenic"
"chr15",93493617,93494017,"Prickle1",1.20400154065873,0.259471052775055,0.000327983229425761,"Gain",0,"Promoter (<=1kb)"
"chr11",50732208,50732608,"Zfp879",1.20375945854974,0.56209878296585,0.00323773564202998,"Gain",0,"Promoter (<=1kb)"
"chr5",139309714,139310114,"Adap1",1.20288621206709,0.456220675355509,0.00157843273445384,"Gain",1105,"Promoter (1-2kb)"
"chr3",59220024,59220424,"Igsf10",1.20020816147714,0.672997135327015,0.00750430628747584,"Gain",31253,"Exon (NM_177855/329650, exon 43 of 44)"
"chr2",118592984,118593384,"Ccdc9b",1.20010568774924,0.672997135327015,0.00750240360148265,"Gain",0,"Promoter (<=1kb)"
"chr1",171526555,171526955,"Tma7-ps",1.1982710341396,0.603970597347539,0.00436586316967876,"Gain",-11683,"Exon (NM_007649/12506, exon 3 of 4)"
"chr16",4457586,4457986,"Vasn",1.195212154622,0.384807159898807,0.000883788783231308,"Gain",0,"Promoter (<=1kb)"
"chr11",55038217,55038617,"Slc36a3",1.19518995360121,0.637565671947088,0.00576068101520685,"Gain",3917,"Intron (NM_001363468/215332, intron 3 of 11)"
"chr12",110385064,110385464,"Ppp2r5c",1.19517952231763,0.639242530746027,0.00626896319916065,"Gain",-28194,"Distal Intergenic"
"chr3",131176656,131177056,"Sgms2",1.19517184245231,0.587418382664146,0.00411447029106598,"Gain",17747,"Intron (NM_001379587/74442, intron 1 of 5)"
"chr4",141685972,141686372,"Fhad1os1",1.19511384429447,0.567927310367975,0.00350816628368625,"Gain",-23931,"Intron (NM_177868/329977, intron 9 of 31)"
"chr2",20525530,20525930,"Etl4",1.19479261999022,0.637565671947088,0.00576104241026058,"Gain",1206,"Promoter (1-2kb)"
"chr11",31942546,31942946,"Nsg2",1.19431493993245,0.603970597347539,0.00449609484890621,"Gain",-7473,"Distal Intergenic"
"chr18",78029622,78030022,"Epg5",1.19378206045375,0.659815946034729,0.00711529074081089,"Gain",47941,"Exon (NM_001195633/100502841, exon 23 of 44)"
"chr4",114262870,114263270,"Trabd2b",1.19195808463217,0.524628526058813,0.00265250782045645,"Gain",-651,"Promoter (<=1kb)"
"chr17",70734844,70735244,"Dlgap1",1.19166284306346,0.45151614624158,0.00152684415485965,"Gain",3057,"Intron (NM_001347411/224997, intron 4 of 14)"
"chr15",78831891,78832291,"Triobp",1.19134286666477,0.404405649763908,0.00100760003862804,"Gain",0,"Promoter (<=1kb)"
"chr5",91665287,91665687,"Parm1",1.19090367531891,0.484244888982219,0.00215669828395615,"Gain",0,"Promoter (<=1kb)"
"chr6",51569254,51569654,"Snx10",1.18681337623103,0.603970597347539,0.00441863899614706,"Gain",46981,"Distal Intergenic"
"chr3",101182121,101182521,"Cd2",1.18681185950362,0.688624125143867,0.00831864054849688,"Gain",12734,"Distal Intergenic"
"chr2",160078775,160079175,"Gm826",1.18567531122716,0.688624125143867,0.00838521575612577,"Gain",90239,"Distal Intergenic"
"chr2",72868725,72869125,"Sp3",1.18513430704228,0.637565671947088,0.00572963681857691,"Gain",-57935,"Distal Intergenic"
"chr10",75479648,75480048,"Susd2",1.18494696843892,0.484244888982219,0.00213359001856622,"Gain",0,"Promoter (<=1kb)"
"chr13",110185426,110185826,"Mir1904",1.18248144539236,0.658017064910496,0.00702505120257205,"Gain",145083,"Distal Intergenic"
"chr5",147355264,147355664,"D5Ertd605e",1.18120996025607,0.639242530746027,0.00634588998039996,"Gain",0,"Promoter (<=1kb)"
"chr4",5643949,5644349,"Fam110b",1.18082449098187,0.152145400934987,9.86931323087646e-05,"Gain",0,"Promoter (<=1kb)"
"chr12",77584035,77584435,"Fut8",1.18074647675926,0.690197640622139,0.00865657343707161,"Gain",127120,"Distal Intergenic"
"chr8",3442770,3443170,"Arhgef18",1.17934296883357,0.48376653350647,0.00193936473902682,"Gain",0,"Promoter (<=1kb)"
"chr3",68450497,68450897,"Schip1",1.17845298820889,0.731106981298844,0.0099470699980069,"Gain",-28804,"Intron (NM_001113419/100505386, intron 5 of 10)"
"chr2",29629471,29629871,"Prrt1b",1.17491668416135,0.587569115761547,0.00414448428271741,"Gain",11798,"3' UTR"
"chr15",101975169,101975569,"Eif4b",1.17470473074364,0.484482473063753,0.00219934805291627,"Gain",-6639,"Distal Intergenic"
"chr12",85544632,85545032,"Fos",1.16988622318114,0.474887006574446,0.00189164062763811,"Gain",23968,"Distal Intergenic"
"chr17",31645981,31646381,"Pde9a",1.16977207088586,0.705707103671312,0.00931692196744087,"Gain",40773,"Intron (NM_001163748/18585, intron 4 of 18)"
"chr1",182735932,182736332,"Tlr5",1.16911797838258,0.384807159898807,0.000853075389878589,"Gain",-46021,"Distal Intergenic"
"chr11",118239693,118240093,"Timp2",1.16728222345651,0.690197640622139,0.00861700741841761,"Gain",6144,"Intron (NM_011594/21858, intron 1 of 4)"
"chr17",73210826,73211226,"Gm30375",1.16717511676548,0.690197640622139,0.0086147106639409,"Gain",13924,"Distal Intergenic"
"chr3",105975020,105975420,"Chil5",1.16685745606974,0.681344314113279,0.00779420706792516,"Gain",-34809,"Distal Intergenic"
"chr17",27766183,27766583,"Hmga1",1.1661074242467,0.35637302143673,0.00066579374169233,"Gain",-8965,"Distal Intergenic"
"chr15",96633558,96633958,"Slc38a2",1.16389522280383,0.684838705859663,0.00794436594414116,"Gain",-35949,"Distal Intergenic"
"chr1",180764243,180764643,"Lefty1",1.16163543254974,0.580531816170681,0.00401034861884935,"Gain",1656,"Promoter (1-2kb)"
"chr5",121722296,121722696,"Aldh2",1.15967826475504,0.688624125143867,0.00817504843747596,"Gain",9191,"Intron (NM_009656/11669, intron 1 of 12)"
"chr1",23458020,23458420,"Ogfrl1",1.15781455413839,0.640975223965842,0.00651582303278867,"Gain",-35738,"Distal Intergenic"
"chr12",91127917,91128317,"5430427M07Rik",1.15692943566897,0.61404118771824,0.0048700354434388,"Gain",115295,"Intron (NM_181815/75216, intron 20 of 25)"
"chr5",25082812,25083212,"Prkag2os1",1.1539826982975,0.639242530746027,0.00619878974563725,"Gain",-24355,"Intron (NM_001170555/108099, intron 4 of 11)"
"chr5",113369009,113369409,"2900026A02Rik",1.15384110735015,0.690197640622139,0.00862713773974915,"Gain",0,"Promoter (<=1kb)"
"chr2",168293527,168293927,"Nfatc2",1.15317191705005,0.567927310367975,0.00371223758898996,"Gain",138358,"Distal Intergenic"
"chr10",121606803,121607203,"Kics2",1.15219040794307,0.69151848357267,0.00871036344412571,"Gain",30968,"Distal Intergenic"
"chr9",121445459,121445859,"Lyzl4",1.15009783130356,0.696194290033493,0.00889049956329171,"Gain",24801,"Intron (NM_026915/69032, intron 1 of 5)"
"chr2",112340499,112340899,"Aven",1.1489342566922,0.688624125143867,0.00815564477032125,"Gain",17190,"Intron (NM_028844/74268, intron 1 of 5)"
"chr5",136651994,136652394,"Mir3470a",1.14716437070439,0.639614899448075,0.00648428942417574,"Gain",637,"Promoter (<=1kb)"
"chr3",10062241,10062641,"Fabp5",1.14565771567044,0.659815946034729,0.00709430748628022,"Gain",-15004,"Distal Intergenic"
"chr1",13122253,13122653,"Slco5a1",1.14357032433833,0.56209878296585,0.00331073863310729,"Gain",-60894,"Distal Intergenic"
"chr12",76640591,76640991,"AI463170",1.14182544295672,0.603970597347539,0.00436128746928113,"Gain",-45892,"Intron (NM_013675/20741, intron 32 of 35)"
"chr12",90704717,90705117,"Dio2",1.13893479989915,0.639242530746027,0.00601271076768549,"Gain",695,"Promoter (<=1kb)"
"chr11",50806815,50807215,"Zfp2",1.13612534039912,0.484244888982219,0.00212374911424553,"Gain",0,"Promoter (<=1kb)"
"chr5",117551860,117552260,"Ksr2",1.13431327724034,0.699651985600549,0.00906405583091202,"Gain",0,"Promoter (<=1kb)"
"chr17",14087691,14088091,"Gm7168",1.13267960452356,0.688624125143867,0.00841596329496175,"Gain",-80544,"Intron (NM_010806/17356, intron 22 of 32)"
"chr8",31521691,31522091,"Dusp26",1.13144294875723,0.372309369555607,0.000764782787579407,"Gain",-57464,"Distal Intergenic"
"chr13",43276033,43276433,"Phactr1",1.13101768243201,0.672997135327015,0.00743479147481871,"Gain",0,"Promoter (<=1kb)"
"chr3",55134334,55134734,"Dclk1",1.13017550829258,0.404405649763908,0.00099241131795943,"Gain",-15051,"Distal Intergenic"
"chr2",34803245,34803645,"Phf19",1.13009449196254,0.61048293726175,0.00483067134379588,"Gain",343,"Promoter (<=1kb)"
"chr16",38457127,38457527,"Tmem39a",1.12996227526636,0.639464726298285,0.00644674222299798,"Gain",73951,"Exon (NM_020260/12549, exon 3 of 12)"
"chr5",35996073,35996473,"Afap1",1.12985770838215,0.639464726298285,0.00642878888572402,"Gain",-54190,"Intron (NM_001177696/231148, intron 11 of 21)"
"chr13",49474886,49475286,"Fgd3",1.12871526869083,0.56209878296585,0.00331417941175727,"Gain",-12202,"Distal Intergenic"
"chr15",81629130,81629530,"Zc3h7b",1.12613048700426,0.472832083946074,0.0018576237696494,"Gain",0,"Promoter (<=1kb)"
"chr14",121507588,121507988,"B930095G15Rik",1.12485006749171,0.728310903165684,0.00981413708959716,"Gain",21470,"Intron (NM_134082/223254, intron 17 of 26)"
"chr5",136168785,136169185,"Alkbh4",1.12329340150428,0.609977066183434,0.00480571293452415,"Gain",1150,"Promoter (1-2kb)"
"chr7",138487286,138487686,"Bnip3",1.12303574367693,0.681504340648857,0.00786275911571835,"Gain",23549,"Distal Intergenic"
"chr16",37417674,37418074,"Hgd",1.12287289112472,0.681344314113279,0.0077581186242087,"Gain",17159,"Intron (NM_013547/15233, intron 4 of 13)"
"chr1",7833168,7833568,"Pcmtd1",1.12218622854216,0.457156345770716,0.00163455137319535,"Gain",674024,"Distal Intergenic"
"chr11",109325080,109325480,"Gm45916",1.11961309706592,0.705707103671312,0.0093322711441498,"Gain",-5424,"Exon (NM_025275/13929, exon 8 of 9)"
"chr4",48540341,48540741,"Msantd3",1.1182048572057,0.587569115761547,0.00415384754916475,"Gain",0,"Promoter (<=1kb)"
"chr15",24589113,24589513,"Basp1",1.11689244560843,0.284787213485129,0.000422452854280542,"Gain",824337,"Distal Intergenic"
"chr13",31690631,31691031,"Foxq1",1.11671307226168,0.619731061238807,0.0051090681308179,"Gain",-51122,"Distal Intergenic"
"chr11",69767149,69767549,"Tmem95",1.11670945203622,0.511516791876873,0.00243221039703171,"Gain",1332,"Promoter (1-2kb)"
"chr17",89060542,89060942,"Lhcgr",1.11311288781006,0.669769926842559,0.00729473813237338,"Gain",38500,"Intron (NM_001364898/16867, intron 9 of 10)"
"chr17",34415476,34415876,"Psmb8",1.11021554338912,0.567927310367975,0.00369722244279874,"Gain",-1293,"Promoter (1-2kb)"
"chr5",130188645,130189045,"Rabgef1",1.10316318407101,0.594152471413634,0.00424104309524058,"Gain",-11615,"Distal Intergenic"
"chr13",70807834,70808234,"Ice1",1.10232618281425,0.575417205891056,0.00380985592950411,"Gain",-22081,"Distal Intergenic"
"chr8",32499433,32499833,"Nrg1",1.10185725827781,0.4992534568995,0.00233806703959609,"Gain",0,"Promoter (<=1kb)"
