"seqnames","start","end","gene","log2FoldChange_ATAC","FDR_ATAC","pvalue","peak_type","distanceToTSS","annotation"
"chr8",123249967,123250367,"Piezo1",1.25558153639536,0.23733967723181,0.00232770807412092,"Gain",27701,"Intron (NM_001037298/234839, intron 1 of 50)"
"chr9",99282993,99283393,"Mras",1.25208208984983,0.314253601349739,0.00523338997923302,"Gain",35372,"Intron (NM_008624/17532, intron 2 of 5)"
"chr17",12212152,12212552,"D17Ertd648e",1.25147048621255,0.314253601349739,0.00524762001486029,"Gain",-110076,"Intron (NM_016694/50873, intron 9 of 11)"
"chr2",174774512,174774912,"Gm14616",1.25115786087935,0.101483011892161,0.000335215549924275,"Gain",76815,"Distal Intergenic"
"chr7",96056009,96056409,"Gm15412",1.25110690921396,0.101483011892161,0.000335279040122927,"Gain",-64838,"Intron (NM_001310762/23966, intron 2 of 32)"
"chr15",81391439,81391839,"Rbx1",1.25092448186442,0.314253601349739,0.00526796401848576,"Gain",40922,"Distal Intergenic"
"chr15",99185313,99185713,"Fam186b",1.2508421775735,0.265310939271668,0.0030455535862615,"Gain",-252,"Promoter (<=1kb)"
"chr7",98360692,98361092,"Thap12",1.2504114130026,0.135466620412276,0.00059395004472607,"Gain",8238,"Intron (NM_001355114/72981, intron 4 of 5)"
"chr11",43064730,43065130,"Atp10b",1.25018826943021,0.288406196454348,0.00394491447275993,"Gain",24026,"Intron (NM_176999/319767, intron 4 of 22)"
"chr9",75475613,75476013,"Tmod3",1.24996984062685,0.354351638722568,0.00735793611760666,"Gain",-8674,"3' UTR"
"chr11",110501691,110502091,"Gm11682",1.24990104120651,0.314253601349739,0.00531168466552073,"Gain",77161,"Distal Intergenic"
"chr9",99351015,99351415,"1600029I14Rik",1.24899235755982,0.052602663824974,9.8259500070242e-05,"Gain",-1059,"Promoter (1-2kb)"
"chr5",135136542,135136942,"Mlxipl",1.24682583563383,0.235744823826914,0.00226923833729627,"Gain",797,"Promoter (<=1kb)"
"chr15",96383322,96383722,"Scaf11",1.2445462164284,0.26059052965974,0.00286442796674183,"Gain",-24598,"Distal Intergenic"
"chr8",81455885,81456285,"Smarca5",1.24205450194634,0.310429519619301,0.0048961933279718,"Gain",9803,"Intron (NM_053124/93762, intron 4 of 23)"
"chr2",145541595,145541995,"BC039771",1.24184024320021,0.209538842315633,0.00175979760736876,"Gain",-1120,"Promoter (1-2kb)"
"chr5",3703789,3704189,"Tmbim7",1.24075416095831,0.20963639637342,0.00177516604783591,"Gain",-2815,"Promoter (2-3kb)"
"chr5",3821983,3822383,"Ankib1",1.2406344987197,0.20963639637342,0.0017767990491402,"Gain",404,"Promoter (<=1kb)"
"chr5",8961543,8961943,"Abcb4",1.24016477004019,0.3107251342394,0.00494448125011187,"Gain",17822,"Intron (NM_008830/18670, intron 8 of 27)"
"chr11",108069640,108070040,"Prkca",1.23881195554279,0.3107251342394,0.00499223729250961,"Gain",164674,"Intron (NM_011101/18750, intron 3 of 16)"
"chr5",34111209,34111609,"Nelfa",1.23757579096711,0.344507993138387,0.00687696969660564,"Gain",-17594,"Distal Intergenic"
"chr6",23839111,23839511,"Cadps2",1.2375639180312,0.152717223722099,0.000858254892962235,"Gain",0,"Promoter (<=1kb)"
"chr15",73344685,73345085,"Dennd3",1.23750976852822,0.344507993138387,0.00687469888538394,"Gain",-39324,"Distal Intergenic"
"chr17",40629958,40630358,"Crisp1",1.2369636300876,0.152717223722099,0.000863977409990533,"Gain",0,"Promoter (<=1kb)"
"chr7",19526801,19527201,"Cblc",1.23693752884575,0.173597185204025,0.00108279741715847,"Gain",3533,"Exon (NM_001161844/80794, exon 2 of 11)"
"chr7",115767473,115767873,"Plekha7",1.23634854003826,0.235662669369126,0.00225934044027275,"Gain",20966,"Intron (NM_172743/233765, intron 7 of 24)"
"chr7",127410430,127410830,"Hsd3b7",1.23517393221464,0.347933403974451,0.0069829567146312,"Gain",10649,"Intron (NM_024414/56216, intron 4 of 9)"
"chr10",68631315,68631715,"Gm32931",1.23503730862464,0.382661352273394,0.00971215708675486,"Gain",26889,"Distal Intergenic"
"chr6",144316422,144316822,"Sox5",1.23462592310872,0.196046170650693,0.00137991401157614,"Gain",-161128,"Distal Intergenic"
"chr2",157129483,157129883,"Rpn2",1.2343351978815,0.383542521684979,0.00974636413828812,"Gain",5533,"Intron (NM_001355163/20014, intron 2 of 17)"
"chr1",98692343,98692743,"Gm7967",1.23297261735822,0.278805732956075,0.00355046569667459,"Gain",175101,"Distal Intergenic"
"chr17",28605207,28605607,"Tulp1",1.23265543572059,0.384542956961416,0.00984693382082393,"Gain",-21017,"Distal Intergenic"
"chr11",101797934,101798334,"Meox1",1.2321024903564,0.278805732956075,0.00357686053179514,"Gain",-12754,"Distal Intergenic"
"chr3",92057971,92058371,"Lelp1",1.2317307701283,0.106545046370735,0.000381610688825925,"Gain",-7910,"Distal Intergenic"
"chr10",23716419,23716819,"Vnn3",1.23144589227021,0.279161521735134,0.00359433549762356,"Gain",-10541,"Distal Intergenic"
"chr3",50699430,50699830,"Slc7a11",1.23080936126909,0.304955228278551,0.00465470630744844,"Gain",-301368,"Distal Intergenic"
"chr17",54316392,54316792,"Sult1c1",1.23034418847894,0.304955228278551,0.00466361092649834,"Gain",-18733,"Distal Intergenic"
"chr11",44507796,44508196,"Ebf1",1.23008282236735,0.304955228278551,0.00467844766125177,"Gain",-731,"Promoter (<=1kb)"
"chr11",114677090,114677490,"Btbd17",1.22951118723741,0.13787270068094,0.000610886113524534,"Gain",9228,"Exon (NM_001102615/286942, exon 13 of 20)"
"chr17",74765972,74766372,"Nlrc4",1.22729739226855,0.252697924122245,0.0027029256654482,"Gain",0,"Promoter (<=1kb)"
"chr16",89984419,89984819,"Sod1",1.22651127582628,0.206453641872336,0.00166682136046823,"Gain",-32831,"Distal Intergenic"
"chr3",52688860,52689260,"Gm30292",1.22549713571119,0.206453641872336,0.00168212989182072,"Gain",15945,"Distal Intergenic"
"chr16",77440712,77441112,"Mir125b-2",1.22365990343745,0.276937789408297,0.00343566098110224,"Gain",-2049,"Promoter (2-3kb)"
"chr6",119085418,119085818,"Cacna1c",1.22261362896818,0.276937789408297,0.00346311188780561,"Gain",0,"Promoter (<=1kb)"
"chr3",127292395,127292795,"Ank2",1.22039480392972,0.375034843536265,0.00915501736734959,"Gain",0,"Promoter (<=1kb)"
"chrX",51254034,51254434,"Gpc4",1.22031730148795,0.375034843536265,0.0091656532733696,"Gain",-234,"Promoter (<=1kb)"
"chr1",165694425,165694825,"Pou2f1",1.22017219002126,0.300813596594042,0.004458286545995,"Gain",67692,"3' UTR"
"chr15",82245918,82246318,"Ndufa6",1.21983120815695,0.301562984642255,0.00447870428298158,"Gain",-7426,"Distal Intergenic"
"chr12",42007791,42008191,"Lrrn3",1.21970556304947,0.375255512756224,0.00919976771940722,"Gain",-471735,"Distal Intergenic"
"chr10",121606874,121607274,"Kics2",1.21937031950337,0.25092426808421,0.00263033899449129,"Gain",31039,"Distal Intergenic"
"chr3",90353695,90354095,"Ints3",1.21860769966349,0.13108897848757,0.000560589851499937,"Gain",-12752,"Distal Intergenic"
"chr12",70274311,70274711,"Pygl",1.21858559890846,0.0193873092278648,1.90197177334789e-05,"Gain",0,"Promoter (<=1kb)"
"chr1",153180532,153180932,"Lamc1",1.21830041470036,0.302572694279976,0.00452639856666713,"Gain",27600,"Intron (NM_010683/226519, intron 1 of 27)"
"chr17",64170711,64171111,"Fer",1.21666915836228,0.00593887279604841,2.20875646855482e-06,"Gain",0,"Promoter (<=1kb)"
"chr17",35780671,35781071,"H2-Q10",1.21585392578482,0.274010930986713,0.00330572687477803,"Gain",0,"Promoter (<=1kb)"
"chr6",134379859,134380259,"4933406J09Rik",1.21489192883378,0.274158655816091,0.00333242452927157,"Gain",119,"Promoter (<=1kb)"
"chr16",37509636,37510036,"Ndufb4",1.21481812644437,0.021367529842977,2.24317168821199e-05,"Gain",-34906,"Distal Intergenic"
"chr2",26831528,26831928,"Stkld1",1.21457518564097,0.225652939304598,0.00206234816544172,"Gain",7460,"Intron (NM_001379463/279029, intron 5 of 18)"
"chr13",105118303,105118703,"Rgs7bp",1.21449480630849,0.328638079209031,0.00608834310202616,"Gain",72735,"Intron (NM_029879/52882, intron 3 of 5)"
"chr14",13057513,13057913,"Gm41096",1.21439799723638,0.274452465390575,0.00335152839293459,"Gain",117098,"Distal Intergenic"
"chr4",119469324,119469724,"Guca2a",1.21401844680986,0.328896618658628,0.00611343330448928,"Gain",-25205,"Intron (NM_001290696/230700, intron 5 of 11)"
"chr19",43629398,43629798,"Gm4311",1.21381665940073,0.328896618658628,0.00611168599040009,"Gain",648,"Promoter (<=1kb)"
"chr17",15915833,15916233,"Chd1",1.21294430127415,0.202332795725926,0.00155130833738523,"Gain",-8996,"Distal Intergenic"
"chr5",93045597,93045997,"Shroom3",1.21224959660285,0.00250597762763942,8.51136378918504e-07,"Gain",0,"Promoter (<=1kb)"
"chr15",88951755,88952155,"Panx2",1.21138948861121,0.368630718444503,0.00841334330728578,"Gain",7826,"Exon (NM_001002005/406218, exon 2 of 3)"
"chr10",4216425,4216825,"Akap12",1.21125604061001,0.368630718444503,0.00841774308936476,"Gain",96,"Promoter (<=1kb)"
"chr17",28333679,28334079,"Scube3",1.21056631355483,0.368630718444503,0.00845136002816922,"Gain",-27204,"Distal Intergenic"
"chr8",35385716,35386116,"Tnks",1.2101955379574,0.299414273710969,0.00430480778108313,"Gain",46728,"Intron (NM_175091/21951, intron 2 of 26)"
"chr2",163018389,163018789,"Tox2",1.21015997236139,0.368630718444503,0.00847394231889131,"Gain",-26258,"Distal Intergenic"
"chr16",84930374,84930774,"App",1.20953128860548,0.0837976282329494,0.000238039392269471,"Gain",39821,"Intron (NM_001198823/11820, intron 1 of 17)"
"chr1",23407164,23407564,"Ogfrl1",1.20933615188704,0.368838715494719,0.00851965002905317,"Gain",14692,"3' UTR"
"chr4",131874157,131874557,"Oprd1",1.20884947378435,0.368838715494719,0.00854347600824931,"Gain",-2360,"Promoter (2-3kb)"
"chr8",12983802,12984202,"Mcf2l",1.2081058452815,0.319912995899065,0.00562523990385259,"Gain",7526,"Intron (NM_001371043/17207, intron 2 of 29)"
"chr9",75517948,75518348,"Tmod2",1.20669938052215,0.142633258489022,0.000713452554272442,"Gain",259,"Promoter (<=1kb)"
"chr8",26066033,26066433,"Gm16159",1.20636198964487,0.319912995899065,0.00567546044958708,"Gain",-19934,"Downstream (<=300bp)"
"chr5",115992505,115992905,"Cit",1.20562227981382,0.319912995899065,0.00570586477190373,"Gain",8790,"Intron (NM_007708/12704, intron 2 of 46)"
"chr8",78992745,78993145,"Ttc29",1.20542421756521,0.319912995899065,0.00571151308147625,"Gain",52774,"Intron (NM_183096/73301, intron 7 of 13)"
"chr5",74788426,74788826,"Lnx1",1.20461498953259,0.320578265336121,0.00574599941419762,"Gain",49707,"Exon (NM_001159578/16924, exon 4 of 13)"
"chr2",135315999,135316399,"9630028H03Rik",1.20331935095283,0.291578618316005,0.00409184185088536,"Gain",108741,"3' UTR"
"chr12",20664749,20665149,"1700030C10Rik",1.20058575547551,0.364789939887931,0.00786190070218839,"Gain",200631,"Distal Intergenic"
"chr15",43654159,43654559,"Tmem74",1.20031435938553,0.365308283214052,0.00787871169991093,"Gain",78866,"Distal Intergenic"
"chr3",101195318,101195718,"Cd2",1.19935554765602,0.365325267488843,0.00791936510159844,"Gain",-63,"Promoter (<=1kb)"
"chr8",72154630,72155030,"B3gnt3",1.19921044650788,0.118174167214453,0.000468872710873413,"Gain",-186,"Promoter (<=1kb)"
"chr5",139812451,139812851,"Psmg3",1.19875496590183,0.079830740041664,0.0002243059667086,"Gain",0,"Promoter (<=1kb)"
"chr4",123466537,123466937,"Mir6398",1.19868582713747,0.31440253699585,0.0053371979127407,"Gain",-43276,"Intron (NM_001199136/11426, intron 1 of 97)"
"chr6",56808879,56809279,"Fkbp9",1.19867883041085,0.239887851539963,0.00239984141473271,"Gain",0,"Promoter (<=1kb)"
"chr3",90615865,90616265,"S100a9",1.1985214599299,0.269223526294286,0.00317165555922336,"Gain",-12837,"Distal Intergenic"
"chr6",41113883,41114283,"Prss3b",1.19737836541961,0.36769028674171,0.00803396746985856,"Gain",-101440,"Distal Intergenic"
"chr9",50622542,50622942,"Dixdc1",1.19715061244951,0.314763200106452,0.00539165224920013,"Gain",16342,"Intron (NM_001374656/330938, intron 1 of 19)"
"chr5",24745690,24746090,"Asb10",1.19695235953389,0.314763200106452,0.00539803068270155,"Gain",0,"Promoter (<=1kb)"
"chr16",37634670,37635070,"Fstl1",1.1965150769832,0.0792082279256828,0.00021044003645176,"Gain",37253,"Intron (NM_008047/14314, intron 2 of 10)"
"chr11",116675059,116675459,"St6galnac1",1.19648980279983,0.315390481386024,0.00541929795570205,"Gain",-8726,"Distal Intergenic"
"chr3",148693292,148693692,"Adgrl2",1.1949461150184,0.0768910642454664,0.000195866020324543,"Gain",-33021,"Distal Intergenic"
"chr10",130199615,130200015,"Vmn2r84",1.19282374074597,0.265310939271668,0.00304420464238793,"Gain",30095,"Distal Intergenic"
"chr7",100678586,100678986,"P2ry2",1.19277888771824,0.265310939271668,0.00303934589880897,"Gain",-17326,"Distal Intergenic"
"chr6",34193827,34194227,"Slc35b4",1.19232411597495,0.353332402516186,0.0072931333893868,"Gain",-39838,"Distal Intergenic"
"chr1",80170966,80171366,"Fam124b",1.19168601112694,0.265739679698855,0.00306872017190144,"Gain",20295,"Distal Intergenic"
"chr4",89076199,89076599,"Mtap",1.19103127648067,0.150866834792898,0.000777225813530766,"Gain",20592,"Intron (NM_024433/66902, intron 4 of 7)"
"chr6",115618718,115619118,"Raf1",1.19056437993059,0.354614688802012,0.00736887286762449,"Gain",33731,"Intron (NM_001356334/110157, intron 2 of 16)"
"chr10",5553505,5553905,"Myct1",1.18981690159102,0.35569676706454,0.00740206514329048,"Gain",9777,"Intron (NM_026793/68632, intron 1 of 1)"
"chr19",3428571,3428971,"Tesmin",1.18849128463486,0.193910095920213,0.00132598356445892,"Gain",-9886,"Intron (NM_013495/12894, intron 15 of 18)"
"chr1",134129011,134129411,"Mybph",1.18827554070168,0.193910095920213,0.00132618292050289,"Gain",7825,"3' UTR"
"chr3",145693476,145693876,"Syde2",1.18736444753509,0.28557636360373,0.0038299050020188,"Gain",0,"Promoter (<=1kb)"
"chr11",109612215,109612615,"Fam20a",1.18696387876778,0.314253601349739,0.00521441092935,"Gain",449,"Promoter (<=1kb)"
"chr16",28336577,28336977,"Fgf12",1.18201607961857,0.0792082279256828,0.000215234998901498,"Gain",46270,"Intron (NM_001357064/14167, intron 1 of 4)"
"chr15",93478967,93479367,"Prickle1",1.18191704090304,0.344694433782169,0.00689904318869959,"Gain",14416,"Intron (NM_001033217/106042, intron 1 of 7)"
"chr17",49336866,49337266,"1700008K24Rik",1.18178124196801,0.282226438058051,0.00367029809202031,"Gain",83295,"Intron (NM_027452/70530, intron 1 of 2)"
"chr9",22442488,22442888,"Bbs9",1.18174211634841,0.310429519619301,0.00490262541358757,"Gain",55477,"Intron (NM_001360258/319845, intron 5 of 21)"
"chr4",29145214,29145614,"Gm11917",1.18133190310332,0.282226438058051,0.00368189317541451,"Gain",77135,"Distal Intergenic"
"chr11",18907780,18908180,"Meis1",1.17907080569623,0.283820656683712,0.00375133781282799,"Gain",60789,"Intron (NM_001193271/17268, intron 7 of 12)"
"chr11",43727210,43727610,"Adra1b",1.17905505223172,0.3107251342394,0.00499854246885255,"Gain",0,"Promoter (<=1kb)"
"chr5",137746685,137747085,"Tsc22d4",1.17730512566953,0.140486972323374,0.000679226391279845,"Gain",2454,"Promoter (2-3kb)"
"chr14",67512795,67513195,"Gm6878",1.17721159092867,0.186551965737803,0.0012247037306564,"Gain",38965,"Intron (NM_001276387/13592, intron 7 of 16)"
"chr4",137611009,137611409,"Ece1",1.17717706655464,0.20641132340161,0.00164749211409875,"Gain",21418,"Intron (NM_199307/230857, intron 1 of 19)"
"chr4",62698660,62699060,"Gm11211",1.17642035217151,0.140486972323374,0.000686358330582991,"Gain",-52872,"Distal Intergenic"
"chr13",12287778,12288178,"Mtr",1.17488364532091,0.380186477891013,0.0095710793338771,"Gain",-14779,"Intron (NM_033268/11472, intron 18 of 20)"
"chr7",16241231,16241631,"Npas1",1.17386466114942,0.38110183872882,0.00963139083581495,"Gain",-30526,"Intron (NM_172739/232906, intron 5 of 6)"
"chr17",21833022,21833422,"Gm30531",1.17351984488643,0.279161521735134,0.00360039835304857,"Gain",-1954,"Promoter (1-2kb)"
"chr14",11995583,11995983,"Fhit",1.17317340676267,0.381688279032484,0.00966978210226798,"Gain",-20332,"Intron (NM_001308285/14198, intron 4 of 9)"
"chr11",95542699,95543099,"Phb1",1.17235729331108,0.338627122270915,0.00657913787014961,"Gain",-14684,"Distal Intergenic"
"chr7",28947662,28948062,"2200002D01Rik",1.17235531722262,0.338627122270915,0.00657714342996616,"Gain",0,"Promoter (<=1kb)"
"chr11",72526269,72526669,"Ube2g1",1.17215597818028,0.338627122270915,0.00658705922223967,"Gain",28182,"Intron (NM_025985/67128, intron 1 of 5)"
"chr3",124219990,124220390,"1700006A11Rik",1.16824943405624,0.30237615226755,0.00450945384089995,"Gain",-302,"Promoter (<=1kb)"
"chr5",135916524,135916924,"Hspb1",1.16776667241588,0.112987390123724,0.00042387278537785,"Gain",0,"Promoter (<=1kb)"
"chr1",165128828,165129228,"Gpr161",1.16762033815203,0.278433547176981,0.00350543655864896,"Gain",-964,"Promoter (<=1kb)"
"chr18",21433164,21433564,"Garem1",1.16692526221314,0.00216482329032624,6.68423531147138e-07,"Gain",0,"Promoter (<=1kb)"
"chr18",61879833,61880233,"1500015A07Rik",1.16626196620897,0.37470405463585,0.00890865790252606,"Gain",20372,"Exon (NM_178928/106877, exon 9 of 19)"
"chr18",69929072,69929472,"Ccdc68",1.16620730716805,0.303891927624113,0.0046071243543224,"Gain",-129158,"Distal Intergenic"
"chr17",75743094,75743494,"Rasgrp3",1.16585192471833,0.37470405463585,0.00892831942823648,"Gain",194,"Promoter (<=1kb)"
"chr9",9117360,9117760,"Gm16833",1.16555976664095,0.331255624749682,0.00620842202806857,"Gain",-118533,"Intron (NM_001372563/71544, intron 3 of 23)"
"chr5",41110282,41110682,"Rab28",1.16499626590168,0.0662599872766515,0.000136387740511682,"Gain",754352,"Distal Intergenic"
"chr12",8500581,8500981,"Rhob",1.16422780541401,0.37470405463585,0.00901944358148663,"Gain",49028,"Distal Intergenic"
"chr8",122109464,122109864,"1700018B08Rik",1.16422780541401,0.37470405463585,0.00901944358148663,"Gain",158829,"Distal Intergenic"
"chr5",123135604,123136004,"A930024E05Rik",1.16421663067551,0.19718163937366,0.00141552879718331,"Gain",8187,"Exon (NR_045820/109202, exon 3 of 3)"
"chr7",79365391,79365791,"Kif7",1.16119767723554,0.167384508752013,0.00100053443409427,"Gain",0,"Promoter (<=1kb)"
"chr10",36879156,36879556,"Hdac2",1.16104380977924,0.276266919759976,0.00338100780817791,"Gain",28616,"Distal Intergenic"
"chr8",61336462,61336862,"Hpf1",1.16087464584379,0.299470617467276,0.00439677273614999,"Gain",-6600,"Distal Intergenic"
"chr11",120410573,120410973,"Gcgr",1.15998622778662,0.299519073224333,0.00441664906425092,"Gain",-10580,"Distal Intergenic"
"chr5",134935999,134936399,"Tmem270",1.15892143109736,0.322335086934028,0.00590189602469752,"Gain",-412,"Promoter (<=1kb)"
"chr18",44794882,44795282,"Mcc",1.15884266894519,0.276937789408297,0.00344915585088195,"Gain",51,"Promoter (<=1kb)"
"chr8",95693145,95693545,"Adgrg1",1.15857350429892,0.301091866467609,0.00446705906189787,"Gain",-10192,"Distal Intergenic"
"chr8",123050663,123051063,"Trhr2",1.15856107676907,0.107718311423446,0.000392464900977758,"Gain",38504,"Intron (NM_009569/22761, intron 4 of 9)"
"chr18",24017478,24017878,"Gm38559",1.15819368974762,0.0947861343115002,0.000298520569974774,"Gain",-32241,"Intron (NM_001162942/212307, intron 7 of 7)"
"chr5",53634918,53635318,"Rbpj",1.15746317850385,0.368630718444503,0.00836264237707994,"Gain",-77803,"Distal Intergenic"
"chr9",54606582,54606982,"Dnaja4",1.15638329317279,0.0709307590471956,0.000167542627199508,"Gain",0,"Promoter (<=1kb)"
"chr9",121161080,121161480,"Trak1",1.15584982018413,0.368630718444503,0.00845505816808774,"Gain",34512,"Intron (NM_001357972/67095, intron 1 of 13)"
"chr15",89063075,89063475,"Plxnb2",1.15328683838313,0.123694372752095,0.000507961576435874,"Gain",1516,"Promoter (1-2kb)"
"chr9",118643572,118643972,"Gm51695",1.15155104149247,0.319912995899065,0.00568212785327731,"Gain",72318,"Intron (NM_133721/104099, intron 18 of 27)"
"chr17",59320043,59320443,"Nudt12",1.15127902815908,0.140281177823954,0.000636716372004855,"Gain",0,"Promoter (<=1kb)"
"chr10",4737001,4737401,"Esr1",1.15097795677463,0.269010899504567,0.00313771044851574,"Gain",76843,"Intron (NR_126357/13982, intron 5 of 7)"
"chr3",51294581,51294981,"Mgarp",1.15076578113563,0.319912995899065,0.00571894176759409,"Gain",8987,"Distal Intergenic"
"chr15",64558535,64558935,"Adcy8",1.15037768422847,0.364327377671507,0.00784068244162907,"Gain",235210,"Distal Intergenic"
"chr9",40235577,40235977,"Gramd1b",1.15006980313063,0.269010899504567,0.00314898711858323,"Gain",-2958,"Promoter (2-3kb)"
"chr17",68530192,68530592,"L3mbtl4",1.14989206732127,0.269010899504567,0.00315100162848664,"Gain",-50200,"Distal Intergenic"
"chr13",43276041,43276441,"Phactr1",1.14930685708502,0.101937848610419,0.000338355473665979,"Gain",0,"Promoter (<=1kb)"
"chr17",47505531,47505931,"Trerf1",1.14910935612195,0.365325267488843,0.00790816247643661,"Gain",-35225,"Intron (NM_001097623/224829, intron 3 of 18)"
"chr6",143017570,143017970,"C2cd5",1.14865994051556,0.233532329428796,0.00221728444435591,"Gain",27908,"Intron (NM_001109688/74741, intron 8 of 24)"
"chr2",117159072,117159472,"Rasgrp1",1.14853001154717,0.269223526294286,0.00318768930341848,"Gain",13886,"Intron (NM_011246/19419, intron 2 of 16)"
"chr1",153829496,153829896,"Glul",1.14758307884789,0.314763200106452,0.00537375846078884,"Gain",53821,"Distal Intergenic"
"chr10",60667111,60667511,"Unc5b",1.14754259696699,0.102619736678587,0.000345371639792696,"Gain",0,"Promoter (<=1kb)"
"chr10",53627125,53627525,"Fam184a",1.1474220727313,0.150866834792898,0.000811461534531808,"Gain",-120,"Promoter (<=1kb)"
"chr5",129254962,129255362,"Adgrd1",1.14586230172612,0.265310939271668,0.00299903278590367,"Gain",81148,"Exon (NM_001081342/243277, exon 17 of 26)"
"chr19",14365159,14365559,"Gm8630",1.14456878736602,0.265310939271668,0.00303090510912407,"Gain",47755,"Distal Intergenic"
"chr5",142536644,142537044,"Radil",1.14201781452445,0.17935998176237,0.00113252589836677,"Gain",0,"Promoter (<=1kb)"
"chr15",91142893,91143293,"Abcd2",1.14055141284036,0.135778090740876,0.000598361539203674,"Gain",-66683,"Distal Intergenic"
"chr8",122789302,122789702,"Mir7237",1.13939487570525,0.261855124615146,0.00291853694798023,"Gain",84539,"Distal Intergenic"
"chr13",51562491,51562891,"S1pr3",1.13844588601418,0.314253601349739,0.00528880752157884,"Gain",0,"Promoter (<=1kb)"
"chr16",88497899,88498299,"Krtap13-22",1.13839255429108,0.314253601349739,0.00529718665561638,"Gain",6551,"Distal Intergenic"
"chr19",5458445,5458845,"4930481A15Rik",1.1378507994206,0.28557636360373,0.0038312572941557,"Gain",1602,"Promoter (1-2kb)"
"chr18",88788603,88789003,"Socs6",1.13739644088931,0.348829755196091,0.0070278635028082,"Gain",123328,"Distal Intergenic"
"chr13",51483856,51484256,"S1pr3",1.13731168166348,0.225652939304598,0.00205957687455032,"Gain",-78398,"Distal Intergenic"
"chr15",98507695,98508095,"Adcy6",1.13728890653237,0.252697924122245,0.00271915356644958,"Gain",-2181,"Promoter (2-3kb)"
"chr7",101412077,101412477,"Phox2a",1.13667170053314,0.349648153399149,0.00706608459561793,"Gain",-55043,"Intron (NM_009191/20480, intron 6 of 15)"
"chr15",28374556,28374956,"Dnah5",1.13641022708655,0.349648153399149,0.007073856984605,"Gain",170644,"Intron (NM_133365/110082, intron 52 of 78)"
"chr4",33285394,33285794,"Rngtt",1.13620105253461,0.226826497339614,0.00208357930523158,"Gain",-24517,"Distal Intergenic"
"chr11",101062124,101062524,"Plekhh3",1.13421343526493,0.0409694340137174,6.09501534449735e-05,"Gain",0,"Promoter (<=1kb)"
"chr2",172818372,172818772,"Spo11",1.13399705770745,0.0792082279256828,0.000215010259558356,"Gain",-2863,"Promoter (2-3kb)"
"chr10",93958392,93958792,"Nr2c1",1.13284810203003,0.282226438058051,0.0036959102148271,"Gain",-25001,"Intron (NM_053072/13998, intron 9 of 20)"
"chr4",123077024,123077424,"Hpcal4",1.13272221100736,0.140486972323374,0.000666575071511569,"Gain",0,"Promoter (<=1kb)"
"chr10",41860132,41860532,"Armc2",1.13237178658792,0.282226438058051,0.00370130664457845,"Gain",33846,"Intron (NM_001034858/213402, intron 5 of 17)"
"chrX",138380723,138381123,"Radx",1.13187436069136,0.339867284118488,0.00667414680888499,"Gain",0,"Promoter (<=1kb)"
"chr2",166395836,166396236,"Gm29679",1.12905797374192,0.0858498523935278,0.00025049591043284,"Gain",-10206,"Distal Intergenic"
"chr15",82959748,82960148,"Serhl",1.12693710036227,0.377892023447918,0.00941825277535269,"Gain",-24258,"Distal Intergenic"
"chr7",16705068,16705468,"Pnma8a",1.12679983682182,0.377892023447918,0.0094219226521195,"Gain",11464,"Distal Intergenic"
"chr8",123485181,123485581,"A530010L16Rik",1.12600218965547,0.246181702316094,0.00253051559343368,"Gain",3919,"Distal Intergenic"
"chr8",117590128,117590528,"Cmc2",1.12580300401789,0.378651436305554,0.00948947139053069,"Gain",57647,"Distal Intergenic"
"chr15",85918344,85918744,"Celsr1",1.12562180406168,0.0709307590471956,0.000166590641021236,"Gain",-366,"Promoter (<=1kb)"
"chr17",72077674,72078074,"Clip4",1.12533861597579,0.33606920062041,0.00643828566652042,"Gain",988,"Promoter (<=1kb)"
"chr19",29489524,29489924,"A930007I19Rik",1.12355421405709,0.239218482263698,0.00237807642376065,"Gain",9463,"Intron (NR_015567/77779, intron 2 of 3)"
"chr11",22973111,22973511,"Fam161a",1.1235306324255,0.381174506951151,0.00963911202621399,"Gain",9724,"Exon (NM_001363282/73873, exon 4 of 4)"
"chr14",63317575,63317975,"2700070H01Rik",1.12351921004121,0.18386282461945,0.00117515066836157,"Gain",25053,"Distal Intergenic"
"chr10",20142776,20143176,"Mir6413",1.12328731020378,0.27664593927476,0.00339112723907986,"Gain",30258,"Exon (NM_001198635/17761, exon 10 of 18)"
"chr5",32510057,32510457,"Plb1",1.1231972417581,0.305272778355475,0.00472111556956595,"Gain",-467,"Promoter (<=1kb)"
"chr4",123889603,123890003,"Rragc",1.12315892548408,0.150866834792898,0.00082205861163596,"Gain",78377,"Distal Intergenic"
"chr15",93493621,93494021,"Prickle1",1.12253273084679,0.0409694340137174,6.38823113500086e-05,"Gain",0,"Promoter (<=1kb)"
"chr9",120430941,120431341,"5830454E08Rik",1.12072529969714,0.329231101405961,0.00612981610361548,"Gain",24544,"Distal Intergenic"
"chr10",75401277,75401677,"Ggt1",1.11980347801269,0.270773551395591,0.00322280491159653,"Gain",1311,"Promoter (1-2kb)"
"chr13",54209516,54209916,"Drd1",1.1197463111513,0.330261283944627,0.00618468733480768,"Gain",0,"Promoter (<=1kb)"
"chr17",15490123,15490523,"Gm5091",1.11973596154979,0.37470405463585,0.00891829039695052,"Gain",-29078,"Distal Intergenic"
