gene_id	a161	a165	a170	a173
Phactr4	151	151	128	119
Cldn19	5	6	3	3
Gm13611	4	2	0	1
Insl5	5	10	3	15
Adamtsl1	29	47	18	61
Olfr45	29	21	46	33
Kndc1	32	36	9	8
Gm11232	5	0	6	0
Prpf4	477	535	474	616
Cdc26	1345	1350	1377	1817
Slc31a1	1010	1089	1632	1755
Fkbp15	1884	1819	1497	1754
Slc31a2	415	413	512	699
Gm10155	10	3	0	9
Cacng3	1	3	1	3
Anks6	43	41	12	17
Spag8	3	3	0	1
Ipo7	1476	1493	1596	2002
Tmem42	340	401	453	355
Olfr517	16	6	13	7
Trim12a	2425	2042	2006	2169
Olfr640	5	1	2	2
Olfr639	9	23	9	27
Olfr586	10	9	6	14
Olfr575	8	14	18	26
Olfr33	1	1	2	3
Vps37b	1759	1802	3746	4253
Numa1	705	650	667	736
Rtp3	6	2	3	7
Bpnt2	761	665	673	764
Wdr6	384	412	577	618
Rps13-ps1	2931	2155	2296	7722
Serpina3f	57	65	75	71
Vmn2r65	15	22	10	26
Nrxn3	0	3	1	3
Akap13	5745	5306	5297	6422
Gm10263	8	13	4	0
Msl2	418	434	405	582
Plekhd1	18	40	41	51
Zfyve26	256	245	170	322
Rdh11	208	200	200	260
Mthfs	3700	3577	5660	6669
Gm10163	77	150	97	209
Hmgn3	2002	2098	1826	2130
Vmn2r57	11	7	8	4
Gm6254	3	9	1	5
Rpl17-ps9	3	6	0	1
Hmgb1	14973	15969	16723	19625
Lsm14a	1105	1330	1355	1802
Garre1	366	340	263	386
Flvcr1	2840	3095	3028	3817
Zfp932	508	539	492	463
Tecpr1	258	252	190	214
Ttc32	613	579	679	952
Fbxl18	222	232	202	219
Wdr35	24	17	14	26
Gm5113	64	59	39	39
Olfr417	6	8	0	6
Ifi208	9	25	22	16
Pilrb2	424	320	472	532
Pilrb1	416	360	454	525
Zbtb16	47	25	53	57
Pramel21	3	1	5	4
Cyp2b19	0	2	3	0
Fxyd6	1	0	2	3
Zfp575	0	1	9	2
Gm10175	2587	2072	1983	2818
Vkorc1l1	300	334	429	473
Olfr878	1	1	8	0
Olfr145	5	9	11	5
Olfr877	2	4	1	3
Olfr876	8	1	0	5
Tnfsf18	9	13	4	2
Psg16	95	121	119	119
Obox3	16	18	10	13
Zbtb6	2908	2862	2753	2801
Rnasel	222	309	258	296
Vmn1r84	6	2	2	10
Vmn2r28	10	4	4	6
Zfp810	298	330	289	362
Zfp772	75	79	57	66
Ecsit	503	514	711	722
Hmcn1	2	6	11	5
Vmn1r65	34	16	29	23
Oas1g	143	174	89	89
Nck2	573	566	599	637
Gm10184	73	60	92	124
Zfp617	502	470	498	599
Fbxl12	348	281	332	388
Vsig10	347	299	411	374
Olfr18	5	3	1	1
Olfr870	3	3	5	3
Suds3	644	698	1109	1301
Rps23-ps2	2	3	3	2
Myo1h	275	277	195	236
Cryba4	17	9	16	16
Bub3	3562	3933	4447	5476
Gm16519	1	7	1	3
Serpinb7	249	230	444	450
Vmn2r10	12	8	8	11
Rps12-ps3	2424	2416	2078	2825
Unc93a	11	4	2	2
Rps15a-ps5	2	1	2	4
Olfr1416	16	10	7	22
Hes6	1019	1165	1368	1463
Asb18	9	4	13	5
Gm7027	5	4	2	5
Polr1c	604	642	726	923
Jchain	142	35	520	348
Xpo5	334	320	316	335
Gm7337	3	5	3	7
Col4a4	1	4	0	3
Olfr132	7	2	0	0
Eif1ax	1519	1622	1974	2573
Frat1	22	30	34	37
H2-K2	1772	1601	1590	1602
Lrrc66	5	1	7	10
H2-T23	24289	24090	24131	28569
Nipal1	178	121	103	106
Cnga1	13	9	9	9
Gm3695	3	3	0	0
H2-Q10	229	323	313	279
Lgi1	14	13	11	25
Rplp0	26470	27179	24053	32975
Capn6	8	11	17	10
Gm16223	9	15	3	8
Rps28	7869	8577	7032	9610
Ifit1bl2	19	28	6	11
Bmpr2	196	127	211	319
H2-Eb2	2184	2152	1980	2349
Tmem128	2518	2631	2091	2735
Lyar	758	750	756	943
Trmt2b	553	565	627	710
B3galt4	205	254	220	265
Tspan6	3	3	0	2
Trim43c	11	8	5	5
Zfp563	73	82	71	69
Zfp763	48	40	51	35
H4c11	5	9	2	2
Olfr76	5	9	8	13
Olfr1423	19	21	16	13
A630073D07Rik	11	8	5	3
Olfr1419	12	5	13	9
Gm7666	105	83	34	122
Hdac8	212	283	292	305
Ms4a15	1	5	6	2
S1pr3	11	7	16	45
Klra3	166	195	75	134
Dgat2l6	5	2	2	6
Klra7	3	2	6	0
Klri1	3673	3422	2566	3116
Syngap1	4	7	4	3
Adgrf3	35	22	36	27
Ankrd23	37	71	40	50
Wfdc13	5	4	4	0
Prkag1	1098	1229	1330	1383
Lpar5	173	210	132	150
BC003965	869	855	874	1009
Gbx1	1	6	3	9
Khdc1a	7	9	3	15
Clec4b2	22	10	5	5
Xlr4b	447	581	445	558
Pi15	38	34	45	52
Nnat	1	0	4	8
Blcap	402	482	595	658
4930444P10Rik	18	6	4	15
Myl9	26	9	26	34
Pex26	60	61	67	133
Romo1	2236	2512	2509	3067
Arfgef1	1345	1368	1236	1736
Htatsf1	1002	1144	1095	1458
Map7d3	14	34	86	58
Sptbn2	5	4	0	0
Zfp991	65	101	147	159
Rex2	37	40	31	10
Rtl8b	67	66	100	110
Rtl8a	271	328	345	430
Zfp760	159	150	135	143
Zfp948	50	44	58	58
Zfp160	269	306	314	340
Vmn1r227	30	44	18	16
Olfr1321	16	19	13	22
Gtf2f2	991	1226	1253	1571
Mkrn2os	5	5	3	5
Gm14648	8	3	5	9
Lrch1	840	874	926	1103
Afdn	1134	1010	619	803
Tcp1	3712	4169	3909	5403
Tm9sf4	689	726	886	997
Cenpm	294	385	337	367
Tnfrsf13c	156	130	146	169
Ccdc134	767	719	893	1117
Ninl	13	14	16	26
Mei1	1	0	4	9
Cst7	536	544	968	1113
Zfp442	105	135	135	94
Zfp120	1176	1025	1019	1136
Insm1	86	87	168	117
Ndufaf2	1161	1387	913	1157
Col8a1	3	2	10	8
Macrod2	59	26	19	36
Pick1	267	330	248	357
Lgals1	954	777	923	1215
Il2rb	17	16	21	13
Vmn1r43	10	13	7	20
Vmn1r42	4	13	11	10
Gm11808	8610	8287	7443	9638
Phf11d	1411	1468	1127	1267
Amn1	802	804	702	1009
Olfr461	4	6	3	11
Efcc1	13	6	3	15
Ap5s1	335	410	524	572
Cenpb	116	124	201	178
Shroom4	4	1	9	6
Usf3	251	176	153	270
Ddrgk1	1236	1481	1404	1712
Nat8f4	30	24	16	23
Slc4a5	3	2	8	11
Tlx2	0	0	5	4
Aup1	3876	3892	5150	6130
Htra2	2389	2510	3500	3589
Dok1	905	821	1064	1203
D430041D05Rik	5	10	4	5
Chrac1	2449	2430	2741	3087
Cep152	117	122	159	143
Pnp2	9	8	11	11
Gmnc	15	4	3	5
Olfr742	2	0	7	14
Uty	267	314	224	285
Mfap1a	1362	1421	1343	1678
Aard	1	3	8	4
Gng5	13323	12445	15178	19529
Zfp467	349	358	566	611
Myadm	5307	5731	5424	6284
Zfyve19	482	524	722	820
Mgam	14	5	12	17
Gm4841	28	24	28	29
Efcab1	4	17	11	3
Olfr1278	14	22	20	22
Clec16a	517	420	416	456
Cd59b	12	3	13	15
Flnc	0	5	1	0
Tmem167b	739	834	950	1011
Trp53i11	135	152	203	210
Sars	1372	1567	1685	1939
Celsr2	10	6	9	11
Cry2	121	114	201	267
Psrc1	59	93	127	151
Mybphl	154	173	138	185
Sort1	680	692	995	1075
Ptprz1	12	25	8	10
Psma5	4814	4871	5152	6409
Il3ra	108	92	197	235
Rap1a	9462	11715	12894	15021
Olfr1188	1	1	6	2
Olfr152	72	63	30	38
Csde1	4730	5384	6382	7618
H2bc21	113	101	97	121
H2ac20	116	121	29	97
Sf3b4	2357	2572	3835	4625
Sp9	7	5	0	2
Gm128	32	26	24	73
Selenbp1	84	80	188	248
Cgn	20	34	15	19
Ssb	5779	5577	5861	7559
Clk2	615	542	696	808
Dap3	1024	1146	1130	1352
Msto1	264	321	356	448
Syt11	211	233	186	218
Olfr366	45	62	25	34
Olfr338	27	34	22	32
Zfp619	124	132	115	121
Zfp114	16	23	27	30
Zbtb34	80	71	105	113
Vmn2r5	4	10	0	12
Gm5641	2053	2503	2265	2497
Gm6793	2053	2503	2265	2497
Urm1	343	308	455	433
Slc25a31	8	0	1	2
Ddx3y	1897	2086	1257	2113
Eif2s3y	1166	1690	1166	2109
Uba1y	7	2	3	5
Slc7a14	19	17	9	22
Dytn	0	2	2	7
Cdk7	1295	1362	1478	1751
Pde7a	596	614	444	511
Zbtb10	227	192	198	258
Rps18-ps6	437	639	488	529
Cep43	766	581	689	823
Adgrv1	26	42	15	39
Nr2f1	4	6	2	4
Zfp72	55	40	37	69
Zfp874a	98	103	116	185
Zfp825	486	492	520	597
Fam8a1	134	129	103	121
Dusp22	1266	1180	1306	1613
H3c1	72	54	56	32
H4c2	63	33	30	13
H3c2	36	31	12	29
H2bc7	46	20	10	12
H2ac6	102	84	67	43
H2ac8	848	491	367	328
H3c6	152	122	124	65
H4c6	9	5	16	2
Vmn1r223	1	1	2	0
Vmn1r203	21	15	20	12
Vmn1r197	38	59	14	28
Vmn1r188	24	22	14	12
H2bc11	52	50	31	36
H2ac11	169	115	107	110
H2ac12	22	16	2	4
H2bc24	37	29	16	35
H4c18	156	153	101	85
H2bc23	11	0	7	2
H2bc22	10	18	12	0
H2ac22	7	12	4	3
H3c3	24	27	22	11
Prdm6	6	0	1	8
Olfr9	3	3	2	0
Rdh16	12	12	16	9
Epc2	168	144	110	135
Lyz1	1301	2751	1235	3640
Lyz2	72364	69235	140211	244306
Tmem19	998	924	1330	1417
Scyl2	229	227	173	243
Gm4925	21	11	12	21
Dazap1	446	575	618	706
Ank3	19	18	13	13
Cd300ld3	38	29	18	17
Strada	1008	997	1047	1260
Pex11g	157	89	139	168
Marcks	9845	8917	7287	8802
Pcgf1	307	342	308	290
Gm10275	4485	4154	3462	4765
Zfp975	80	86	73	78
Arid1b	517	557	595	738
Zfp820	8	4	6	10
Psmb3	7214	7302	7595	9846
3110053B16Rik	147	189	185	274
Tmem100	4	3	4	4
Msi2	353	349	222	326
Wfdc17	8658	6590	4521	6279
Slfn9	209	207	174	199
Gm10277	35	17	29	27
Tlcd3a	64	103	73	83
Olfr23	9	1	4	0
Olfr390	4	3	1	8
Olfr1	7	6	3	4
Nlrp1a	242	218	172	188
Ahnak	44	43	53	102
Sat2	1	2	5	6
Sco1	203	248	227	313
Irgm2	519	443	481	531
9930111J21Rik2	2491	2513	1943	2167
9930111J21Rik1	799	997	901	1094
Atxn1l	126	97	97	136
Gm12166	49	55	40	94
Spdl1	137	152	124	133
Insyn2b	78	55	21	36
Hba-a2	40315	23906	30583	37080
Hba-a1	27383	16773	24826	28776
Rps13-ps2	398	337	96	0
Fcho1	461	536	534	602
Ell	198	194	229	275
Ssbp4	624	750	907	1171
Gm10284	1	1	2	1
Sp140	3758	3495	2165	2624
Sp110	4191	4119	3305	3887
Fam149a	55	66	59	100
Mfhas1	122	111	116	143
Ndufaf3	1205	1344	1484	1725
Gmppb	837	987	1539	1924
Slc35g2	4	1	0	7
Ddx43	15	25	31	34
Scn2b	225	141	182	247
Mpzl3	510	481	440	545
Ccdc153	17	16	19	32
Pate14	1	2	1	2
Eif3g	2737	2950	3547	4432
Mmp27	2	0	2	0
Rnf213	731	605	531	659
Qrich2	2	2	0	4
Fbxo47	13	11	6	7
Gpr179	7	3	2	9
Ccnd1	9781	8313	4556	5701
Evi2	883	1000	813	1163
Itgad	358	362	276	263
Prss36	95	78	75	107
Capza1	8243	9675	10215	11990
Olfr403	14	13	6	11
Ampd1	3	3	0	3
Nlrp1b	398	353	157	204
Tmem256	2106	1974	2503	3216
Hs3st3b1	73	74	97	135
Olfr2	36	22	22	32
Zscan25	4	7	2	5
Olfr658	12	5	4	20
Art5	1	7	3	6
Xntrpc	10	17	10	10
Rnf121	365	370	354	522
Il18bp	212	158	179	182
Serpinh1	4	2	1	7
Olfr313	11	7	8	10
Vmn2r89	34	39	16	34
Vmn2r73	13	36	36	10
Olfr291	5	9	3	2
Tlnrd1	97	91	198	259
Gm9696	0	3	8	5
Adamtsl3	1	4	0	2
Fam217b	23	39	29	55
Gm10293	3	4	1	3
Chchd2	11088	10908	12320	15342
Ctcfl	29	24	16	21
Ifi214	421	391	333	368
Fcrl6	26	9	16	12
Rgma	4	4	0	2
Nsmce3	656	691	724	765
Fcrlb	16	19	12	14
Peg12	8	5	7	10
Mkrn3	1	3	2	8
Top1	3371	3140	3274	4055
Ntn5	12	16	40	45
Rasal2	736	689	1159	1308
Mn1	33	19	5	5
Fv1	61	52	74	82
Vmn2r84	55	69	52	62
Vsig10l	43	43	66	62
Zfp992	255	266	283	408
Lrrc8b	50	40	67	63
Etnk2	5	9	28	45
Ren1	7	3	3	9
Ren2	7	3	3	9
Rnf186	107	124	173	178
Lactbl1	3	8	4	7
Pramel34	10	13	11	0
Htr1d	3	2	2	1
Runx3	2428	2536	3352	4066
Cntnap5a	29	42	16	29
Utp3	1340	1324	1449	1673
Sars2	284	280	311	374
Csn1s1	2	3	1	4
Eid2b	174	153	118	109
Zfp974	127	127	85	108
Hmgn2-ps	1516	1642	1680	1774
Pla2g4d	2	0	6	4
Tmem200b	10	16	36	19
Rmdn3	377	405	482	608
Rbm44	124	107	66	126
Fryl	608	635	577	708
Tmem35b	1004	905	956	1140
Dgkd	509	567	457	546
Ceacam20	13	7	5	6
Rbm47	941	969	963	1028
Psg25	18	9	8	18
Cited4	19	16	10	12
Bicra	281	244	227	308
Zswim9	35	34	21	27
Vmn1r87	111	78	66	91
Vmn1r86	38	39	44	61
Vmn1r85	12	30	22	29
Zscan18	46	18	23	30
Vmn2r30	5	0	11	3
Olfr1116	50	58	62	59
Gm1673	5	1	7	8
Zfp804a	1	2	6	3
Trabd2b	2	5	3	5
Skint3	867	946	1060	1402
Ccnyl1	65	43	82	148
Lilra5	51	43	95	92
Olfr1100	0	2	6	4
Ldlrad1	2	5	1	13
Gad1	10	8	14	13
Ccdc173	98	111	101	66
Klhl9	206	195	237	246
Rraga	1610	1702	1734	1934
Tgfbrap1	238	184	223	282
Il1rl2	5	7	10	14
Rabepk	352	448	438	544
Gm19680	280	401	422	442
Dnajc25	375	348	372	408
Olfr270	21	47	28	22
Acnat1	57	41	39	45
Foxe1	0	0	4	5
Ccl19	46	17	36	44
Ndufb6	2690	2641	3301	3917
Camkmt	954	1102	806	764
Rasgrp3	2183	2200	881	953
Safb	763	749	796	922
Zfp827	31	25	14	12
Olfr806	2	3	3	8
Treml2	8	4	5	3
Ptges3	3522	3849	4265	5632
Lrrc73	1	5	8	5
Yipf3	1215	1383	1684	1954
Jund	1163	1389	2792	3582
Nr2c2ap	310	845	682	952
1700029J07Rik	28	12	15	18
Spx	8	4	4	4
Mboat4	14	7	6	10
Srsf3	17120	18122	19971	24233
Arhgef10	163	166	191	195
Smim15	1287	1270	1080	1507
Wfikkn1	0	5	7	2
Ccdc78	5	7	10	6
Naip5	308	308	346	344
Cecr2	58	60	49	79
Timm8a2	11	12	13	21
Syndig1l	9	5	9	4
2210408I21Rik	72	98	98	137
Slc25a16	353	401	449	482
Zfp213	91	72	59	98
Zfp946	211	126	200	231
Zfp942	514	527	473	676
Zfp65	226	198	156	203
Zfp58	163	199	141	205
2610044O15Rik8	537	435	505	602
Rps8-ps1	3	3	1	2
Gpr31b	86	87	71	90
Bves	7	10	2	8
Tcp10a	4	4	0	0
Armc2	18	22	27	30
Tia1	1390	1444	1319	1599
Egr4	6	6	4	2
Lsmem1	9	4	7	7
Gm10327	1	3	0	4
Setdb2	453	558	564	621
Reg3b	0	6	0	0
Tbpl1	1100	1191	1092	1337
Map3k5	677	595	513	670
Hpcal1	921	877	1587	1873
Ect2l	6	9	8	7
2410004P03Rik	16	15	18	26
Rpl23	13177	12860	9852	13579
Grid2	4	8	3	4
Vmn1r27	3	9	10	6
Psmg4	1053	948	956	1125
Serpinb9h	0	4	0	7
Dtnb	351	405	395	462
Ccnb1ip1	17	16	4	16
Zfp777	90	121	116	139
H2ac7	32	28	11	17
Ptgdr	8	6	6	10
Vmn1r209	72	45	30	26
Vmn1r208	0	4	8	4
Nutf2-ps1	1928	2079	1939	2792
H2ac13	95	45	56	90
Olfr263	1	0	4	1
Atp5md	6274	6764	7177	8538
Gm35857	6274	6764	7177	8538
Gprin2	4	1	6	13
Gm10335	18	22	15	11
Pcnp	1558	1635	1984	2247
Klrg2	0	2	3	8
Nt5dc2	126	176	362	400
Akr1c19	3	3	2	5
Tigit	9	12	4	0
Cpa2	111	34	35	18
Rnls	181	223	179	280
Olfr1477	4	2	2	5
2510002D24Rik	878	835	696	759
Cebpd	536	501	565	717
Eef1g	4810	5123	4886	6346
Tut1	275	335	281	361
Mta2	2471	3235	2962	3479
Eml3	1225	1322	1213	1378
Rom1	64	77	74	61
B3gat3	413	550	587	772
Ganab	894	1038	1089	1399
Ints5	205	199	243	233
1810009A15Rik	1921	1919	2023	2585
Uqcc3	1031	1017	935	1186
Ubxn1	1752	1911	2153	2588
Lrrn4cl	15	13	3	10
Bscl2	1702	1789	2118	2523
Gng3	14	10	4	7
Hnrnpul2	352	271	344	469
Ttc9c	1478	1653	1088	1396
Zbtb3	80	62	31	45
Polr2g	4048	4151	4049	4844
Snx29	230	246	252	301
Rtl4	4	8	5	3
Gm960	0	1	6	6
Sms	1032	1080	843	1272
Mpst	17	19	19	21
Csf2rb	3651	3315	4044	5156
Csf2rb2	466	368	572	745
Ncf4	5039	5383	4175	4896
Apol7e	67	48	41	66
Gspt2	23	12	50	116
Smpd5	20	17	6	25
Styx-ps	38	66	20	32
Zhx2	44	34	59	62
Rhox4e	0	1	2	0
2610005L07Rik	902	908	717	741
6820431F20Rik	2272	2234	1800	2209
Ssxb5	12	8	6	5
Apcdd1	49	64	64	48
Ccdc112	153	145	135	183
Mcc	225	200	111	174
Lrrtm2	50	39	30	47
Ppia	78324	76539	71083	89046
Vmn1r4	4	6	2	4
Fndc1	2	2	10	3
6720489N17Rik	418	451	358	470
Ccnf	319	429	458	340
Ang	4	4	3	6
Septin5	2	0	7	1
Tuba1a	4144	4711	6578	8484
Trim6	122	87	251	234
Taf1a	192	201	197	197
Klf12	91	136	105	128
Dppa2	2	4	0	2
Psmb11	23	35	17	13
Nanos1	24	55	40	38
Ppp1r3e	4	3	13	2
Phf20l1	1122	1234	1357	1589
Gm525	3	0	10	8
Lratd2	113	102	141	108
Tmem253	3	5	4	1
Slc39a2	34	31	31	33
Ptrh2	690	576	626	801
Ear2	5786	5393	5159	6003
Slfn2	5931	6058	5074	5909
Slfn10-ps	13	16	22	19
Zfp9	29	27	24	54
Gm5460	14	15	14	17
Lyrm9	238	229	192	196
Adam1a	20	2	14	21
Zfp783	103	146	109	90
Spef2	15	24	17	22
Ugt3a1	10	4	1	6
Tmem254	22	0	36	23
1500011B03Rik	825	822	1116	1210
2610524H06Rik	825	822	1116	1210
Smim10l1	779	823	970	1174
Olfr31	20	20	12	22
Olfr381	8	8	6	5
Olfr380	20	31	3	19
Myo18b	2	5	0	7
Lrcol1	2	0	4	0
4930522L14Rik	352	354	393	355
5430403G16Rik	254	255	209	278
Acrbp	52	71	41	60
Grcc10	3706	3395	4054	4924
Zfp951	484	533	535	650
Vmn2r27	9	4	3	5
Vmn2r24	327	343	235	305
Cep170b	18	24	17	25
Tmprss11a	23	28	20	19
Rybp	334	340	333	461
Rybp-ps	334	340	333	461
Nfxl1	157	149	133	191
Gm12258	73	72	34	36
Noxred1	164	152	78	72
Sod3	34	27	58	35
Ptgr2	857	1023	990	1231
Acot1	16	11	16	30
Tmsb15l	623	544	517	650
Bhlhb9	322	326	546	604
Gprasp2	16	18	39	51
Armcx5	177	220	273	287
Adam4	13	8	12	2
Gm4787	3	12	4	11
Oip5	265	325	302	316
Vamp5	316	324	283	325
Gpr174	11	7	4	7
Gm5127	1	12	5	4
Uprt	66	93	65	103
Gm1070	10	21	7	6
Zxdb	182	150	199	227
Hbq1b	14	15	15	17
Cfap47	3	5	4	1
Srp54a	2964	3247	3832	4543
Lrrc61	237	256	265	264
Drc1	12	13	0	10
Olfr446	56	22	28	33
Xlr3b	93	193	106	70
Gm1141	3	3	3	5
Vma21	1886	1993	2023	2538
Tmem185a	481	502	543	696
1810058I24Rik	1842	1685	1707	2111
9030624G23Rik	1	2	4	5
Zfp449	21	13	19	9
5730507C01Rik	0	4	4	3
Bnip3l-ps	6	2	0	49
Gm8773	21	25	14	22
9830107B12Rik	1	3	1	1
Trim10	45	30	34	34
Gm8909	7	4	1	4
H2-T-ps	330	297	348	394
H2-Bl	3	5	2	7
Gm6034	4	7	4	3
H2-Q6	7570	6488	4955	5283
H2-D1	142937	147091	149224	171716
Lst1	9941	9055	11553	13837
C4b	4	3	4	10
H2-Ab1	744275	713950	822766	962993
H2-Ke6	2508	2644	3499	3854
Zfp414	745	666	777	822
Cyp4f15	7	8	7	1
Gm4924	119	149	88	120
Arhgdig	4	0	0	5
Wdr90	98	80	111	147
Nme3	404	349	335	416
Eme2	249	242	313	397
Pnldc1	12	7	4	4
Sft2d1	3979	3695	4684	5666
Rsph3a	77	107	131	136
Mtarc2	1992	2011	2770	3099
Ifi204	71	105	199	214
Ifi207	582	513	815	1010
Ifi213	40	44	21	45
Sh2d1b2	142	201	119	126
Dok6	21	27	15	32
Pappa2	10	15	35	34
Cep76	62	120	105	110
Gm4951	62	36	46	32
Ppp1r12b	261	258	138	248
Gm8618	8	6	10	10
Csnk1g3	1482	1470	1446	1741
Gm10540	4	2	2	4
Pcdhb22	2	4	6	6
1700066B19Rik	50	63	55	15
Ecscr	9	0	0	6
Prob1	0	4	9	1
Gm10548	28	15	19	32
Gal3st2c	13	19	23	12
D2hgdh	168	248	266	264
Cops9	4678	4785	4714	5802
Fbxo36	43	50	49	88
Rab18	2312	2317	2984	3307
Rpl27-ps3	741	842	617	982
Wdfy1	317	328	564	601
Catip	18	15	15	23
Nbeal1	331	266	275	396
Hspe1	3554	4350	3500	4854
Pgap1	462	446	255	310
Tmem88b	16	13	14	29
Faap20	1116	1097	1077	1418
Klhl21	123	132	201	231
Rpl31	3966	3775	3195	4391
Cenps	200	214	238	205
Pramel4	12	21	15	21
Lmbrd1	1228	1393	1402	1857
Cplane2	6	7	11	6
5730409E04Rik	53	30	24	26
Sh3d21	97	126	143	187
Olfr1330	22	16	11	9
Btbd19	169	187	170	225
Kti12	481	550	460	683
Efcab7	27	26	41	32
Alg6	122	129	95	128
I0C0044D17Rik	5	16	9	8
Spef1l	96	99	69	91
Cdkn2b	373	400	208	219
Insyn2a	7	5	19	17
Tufm	1247	1233	1477	1843
Iqck	19	17	10	14
Ccl27a	24	33	52	67
Ccl27b	24	33	52	67
Il11ra1	101	122	242	239
Olfr472	41	33	29	48
Olfr716	21	9	22	24
Olfr713	13	20	9	17
Olfr704	16	5	7	7
Olfr689	22	9	16	26
Mob3b	442	679	541	600
Olfr678	13	4	7	12
Olfr676	10	17	17	22
Olfr656	10	7	3	7
Olfr654	64	81	56	50
Olfr653	0	0	0	2
Olfr652	113	64	36	52
Olfr646	2	7	3	5
Olfr641	0	6	0	5
Olfr633	22	20	18	31
Hbb-bt	20589	11919	11477	13187
Olfr597	11	12	8	3
Olfr596	12	7	4	15
Olfr592	2	4	0	3
Olfr576	3	1	3	2
Trim68	136	129	111	101
Olfr556	0	1	2	2
Olfr554	28	20	12	12
Olfr552	71	68	50	84
Olfr550	1	4	0	3
Gm9574	13	9	0	0
Rhog	12198	11991	15087	18627
Ggh	694	887	454	867
B3gnt6	12	3	1	2
Exoc8	150	128	100	140
Mc1r	5	4	14	10
Fbxw19	24	14	15	14
Osgin1	235	193	171	168
Mlycd	314	335	332	412
Fam169b	62	62	40	41
Snrnp40	949	1001	995	1119
Svip	89	77	209	191
Rbm15b	125	107	149	175
Rpl10-ps2	0	1	4	1
Mrgprx2	2	2	5	4
Rpl13a	16935	15238	14552	18089
1700057G04Rik	4	3	7	10
Il4i1	5785	5032	6658	7209
Il4i1b	5785	5032	6658	7209
Nlrc5	593	485	396	522
Zfp976	29	19	12	11
Vmn2r-ps54	3	14	6	3
Zfp788	274	261	193	197
AW146154	274	251	252	318
Plekhf1	10	2	57	49
Znhit6	427	489	433	580
Zfp791	57	31	24	30
Clca4c-ps	0	5	0	3
G430095P16Rik	172	178	163	188
Adh6b	7	20	7	19
Sdhaf1	1575	1379	2140	2327
Dnajb14	1381	1309	1607	1947
Cox7a1	13	21	7	18
Zfp382	100	138	99	69
Zfp568	79	50	60	56
4932431P20Rik	1	0	7	4
Spint2	4784	4795	4678	5131
Ap1ar	592	753	801	1023
Cib3	38	19	24	29
Dda1	1579	1870	2365	2688
Cyp2a4	0	1	1	3
Amy1	0	7	2	2
Amy2a5	1265	599	410	9
Rec114	23	27	17	22
Ceacam1	736	650	1139	1494
Phldb3	23	18	29	12
Zfp94	97	83	87	74
Zfp109	43	19	23	28
Vmn1r168	45	45	60	58
Peak1	764	827	990	1115
Apoc4	62	42	46	28
Ovgp1	32	26	31	36
I830077J02Rik	11543	11778	11685	14008
Ccdc61	183	220	289	313
Psg23	18	6	12	13
C5ar2	70	66	61	67
Ehd2	23	11	26	15
AI429214	76	71	107	60
Foxr1	205	226	111	98
H3c13	24	16	17	29
Zfp865	127	148	143	175
Zfp628	33	27	30	56
Gm10689	5	1	1	2
Pira11	1038	950	708	769
Pira6	1038	950	708	769
Pira7	1038	950	708	769
Pira12	1038	950	708	769
Pira13	404	252	346	286
Gm10693	70	23	40	36
Pate9	6	7	3	7
Pate2	10	4	7	15
S100a16	17	1	4	6
Zfp872	142	110	40	81
Spc24	856	1091	829	905
Mex3a	17	13	34	69
Bglap3	17	18	5	11
Clec4g	316	321	422	580
Zfp558	11	6	10	22
Ubtfl1	17	14	8	11
Fat3	24	11	9	11
Arfip1	603	702	786	913
Zfp971	339	303	298	284
Gm14296	130	114	109	174
Zfp972	21	29	28	44
Gcnt7	30	44	56	54
Cass4	725	1079	796	948
Mocs3	81	65	65	108
Lekr1	86	82	90	78
4931440P22Rik	99	91	115	135
Arfgef2	253	286	216	248
Ankub1	24	19	20	28
Mgst2	60	32	27	54
Tox2	17	13	17	17
Mafb	286	159	618	610
Mroh8	3	5	1	1
Tldc2	3	0	1	1
Tmem267	77	62	41	44
Cpne1	1272	1432	1454	1639
6430550D23Rik	17	12	8	16
Fam83c	25	17	19	30
BC029722	332	662	561	702
Mcidas	3	4	0	8
Myh7b	3	0	2	5
Lrrc31	4	7	13	5
Eif2s2	2597	2787	2662	3425
Kif5a	30	34	29	39
Bpifb4	30	23	8	11
Tspyl3	411	496	562	600
Ttll9	14	21	34	55
Sirpb1c	1541	1581	2664	3605
Defb25	31	27	55	72
Zcchc3	101	95	112	132
Csnk2a1	1143	1052	910	1207
Ccl28	26	16	14	17
Zfp345	6	17	11	10
Zfp950	926	807	653	899
Fndc10	41	49	111	126
Thbd	49	38	226	214
Pdzd8	372	356	355	506
Atxn7l3b	3234	3327	3498	4069
Kiz	144	178	202	218
Smim26	237	211	158	247
Bhmt	33	25	5	6
Ankef1	74	72	49	80
Ube2n	7528	7521	8755	10694
Plxnc1	4701	4189	4913	5316
Hspa12b	6	15	3	16
Arrdc3	279	280	301	424
Slc4a11	20	10	37	54
Itpa	699	750	778	870
Gas2l3	78	61	69	110
Hps6	238	301	468	532
Papolb	11	5	0	0
Rslcan18	19	40	28	43
Itpripl1	178	124	124	100
Gm10767	18	33	35	13
2010315B03Rik	647	504	672	757
Hpse2	19	34	31	36
BC025920	61	60	34	41
Platr25	677	746	494	767
Zfp934	420	362	360	523
Zfp808	128	156	113	170
Ctla2b	9	12	27	24
